en,ngiemboon
ngwàlàʼ,"sauce, sticky"
ńtáb,"sauce, waste"
ésẅag,"sauce with seasoning, make"
ńjʉŋte,saunter
ḿbaŋte,saunter
ńgwóte,saunter
sosí,sausage
ntʉ̀,sausage tree
ésíle,save
ńzáʼ nkÿo,save
ńtsẅɛ́,"saved, be"
ńtsẅɛ́te,"saved together, be"
ḿbɔ́ɔn,save money
ḿbóŋte,save money
ḿbɔ́ɔnte,save money
mbɔ̀ɔn,saver
nzàʼnkÿo,saviour
Nzàʼnkÿo,Saviour
éshʉ́,saw
éshʉ́te,saw
sɔ̌,saw
sǒ,saw
mashʉŋ metÿǒ,"saw, chain"
shʉshÿɔ́ʼ,sawdust
ńgɔɔn,say
ńtsẅi,say
éshwóŋ,say
ńtsẅite,say from time to time
ńtsẅite,say here and there
lekid,saying
kwɔ̌ɔn nò,saying
mezɔ̀g,scabies
cÿɔ̀b,scabies
kùbte,scabies
mbàndà,scaffolding
kègte,scale
kèkège,scale
fʉ̀ʼ ncʉ̀e,scales
sòŋ ndù,scalp
