en,ngiemboon
mòon mbì,rod for weaving a mat
ntÿǒ,"rod, short"
letÿǒ,"rod, short"
mbèyà,roll
ńkáte,roll
ńkele,roll
ńkite,roll on the ground
ńkele ssé,roll on the ground
ńzémte,roll up
ńzéme,roll up
ńzémte,roll up a rope
ntsɔ̀ʼ,roof
mecʉ́ŋ,"roof, edge"
ncʉ́ŋ,roof edge
gág,roof of the mouth
múɔ ndá,room
lûm ndá,room
ndá lelaʼá,room
ndá lemù,"room, meeting"
ndalÿò,"room, sitting"
fala nda,"room, sitting"
ndá leziʼi,"room, study"
mênkɔ̀ʼ,rooster
kʉ̀kÿɛ̀,rooster’s comb
nŋaŋ,root
leŋaŋ,root
lepyè,root rot
pyè ntʉ̀,root rot
nkÿo,rope
sàa nkÿo,"rope, jump"
kyɛ́ɛ nkÿo,"rope, jump"
ńzémte,"rope, roll up"
ńtẅíte,"rope, twist"
mvɛ̀,"rope, woven"
lʉ̀ʉ,rot
ḿmʉ́ŋ,rot
ńdʉ́,rot
éfom,rot
ḿméŋ,rot
syɛ́ʼ,rotation
