en,ngiemboon
ŋwàʼne Ssé,Bible
ńtwóe,bicker
mbáasékù,bicycle
sém,bifurcated raffia shoot
memǎ,big
kèkwɔ̀ʼɔ,big
máamáa,big
máa,big
melÿò,big
mbíg,big
kùkwɔ̀ʼɔ,big
éfáŋ,"big, be"
ńgaʼ,"big, be"
éfʉ́te,"big, be excessively"
ńgʉ́te,"big but shapeless, be"
kwáŋ,bike
mántÿɔʼ,"bikini, mini"
ntsàb,"bikini, mini"
ngwasí,"bikini, mini"
lẅè,bile
miliyâ,billion
ńnuʼte,"billow, stir"
ntsɛ̀ɛ,billsticker
ndyɛ̀ɛ,billsticker
pwɔ́b,billygoat
mêmbwɔ́b,billygoat
pÿɔ́b,billygoat
ńtswéʼe,bind
pʉ́pÿé,"bird, announcer"
zɛ́,bird droppings
ńdém,"bird, fly"
shʉ́ŋ,bird 
méshʉŋ,bird 
lepiʼí,birdhouse
sésɔg,birdseye chili
métsàʼ,"bird, sp."
tsɔ́ʼ ngesáŋ,"bird, sp."
wèwa,"bird, sp."
letoŋ,bird tail feather
lezyé,birth
nzyě múɔ,birth
