en,ngiemboon
ḿpfo ngyè,grumble
mántÿɔʼ,g-string
ntsàb,g-string
ngwasí,g-string
kwóŋ,guano bat
mbyɛ̀bɛ,guard
ḿbyɛ́b,guard
ndèmóon púʼ,"guard, forest"
tàtsab,guardian
mántsab,guardian
mbyɛ̀bɛ,guardian
mbyɛ̀b pyɛ̌b,guardian
ntóon,guardian
ntÿɔ́ʼ,"guardianship, under"
ngelávù,guava
ngeyávò,guava
ngalávù,guava
tÿǒ ngelávù,guava tree
nzwě nkʉ̌a,guenon
ńtɔɔn,guess
nkẅè mvfò,guide
tyɛ̀ʼte,guide
ńtyɛʼte,guide
ntyɛ̀ʼte,guide
nnyɛ̀ nzsè,guide
lyèente,guide
mòon nkíle,guide for a mat being woven
shʉ́ŋ ngaŋ,guinea-fowl
mbɔ̀ɔn,guiro
míile,"gum resin, k."
cÿɔ́g,gums
ngá,gun
ngǔ,gun
kélèŋ,"gun firing, sound"
tème ntaŋatuŋó,"gun, ineffective"
tème nkÿo,"gun, k."
mafúʼ,"gun, k."
ntèm,gunman
ntème,gunman
ndʉ̀ŋe,gunman
ndèŋe,gunman
mekʉ̀a,gunpowder
ncwòngú,gunshot
ḿvɛ́,gush out
ḿvɛ́te,gush out
