en,ngiemboon
cùbo,compound
cùbte,compound
tánɔ̀ʼɔ,compressor
pìdte,concave 
ḿbidte,"concave, fold"
lʉ́me,"concentration, lapse"
ńgwáʼa lÿɔ̀g,"concentration, lose"
ngàŋa nò,concerned person
ńgʉa na,concerning
fòm,"concession, abandoned"
mbuʼ,concession entrance
ḿbʉ́le,"conciliatory, be"
ńtége metwo,conclude
gÿɛ́,concubinage
mpfwɔ̀ʼ,concubinage
mágàb,concubine
sàb,condiment
ndʉ̀ndẅé,"condiment for sauce, k."
ndèndẅé,"condiment for sauce, k."
ŋáʼ ncwò,"condiment, k."
kẅiŋe gyé,"condiment, k."
twókɔ̀ɔn,"condiment, k."
ménjʉ́ʼ,"condiment, k."
nŋaŋ mángém ntɔɔn,"condiment, k."
njáŋsáŋ,"condiment, k."
nɔ̀ɔn ssé,"condiment, k."
lélum,"condiment, k."
málem,"condiment, k."
ngʉngʉ́ŋ,"condiment, k."
kùbo njÿòon,"condiment, k."
kɔ́ɔnŋwɔ́ɔn,"condiment, k."
káŋwɔ́ɔn,"condiment, k."
mesàb,conference
ńzẅíŋ menò,confess
zẅíŋe mefʉa,confession
mágàb,confidante
ńcʉ́me,confide in
lezab ntʉ́m,confidence
ńtém nzèm,"confidence, have"
ńzáb ntʉ́m,"confidence, have"
tém nzèm ńná,confidence in someone
