en,ngiemboon
pàŋ ndù,"malimbe, red"
zàb,mallet
nkwɔ́ʼ,mama’s girl
shwòŋ nzyé,mammal 
lepʉ́,mammal’s breast
mámbàŋa,man
ńtseen,manage
ńtáŋ,manage
ńdʉ́me,manage
ńkyáŋ,manage
ńdóŋte,manage
ńkyáŋte,manage
ńtate,manage
ńtyɛ́ʼte,manage
ńteŋe,manage
ńtsyeen,manage
ńtabte,manage
ntyè mvfò,manager
ngẅìin,manager
mênkʉ́ metʉ̌a,manager
táfàʼ,manager
sàʼa,manager
nkème pwó,"man, armless"
kème pwó,"man, armless"
ssé nyìŋ,"man, black"
mandàlîn,mandarin
tÿǒ màndalîn,mandarin tree
mezɔ̀g,mange
cÿɔ̀b,mange
kùbte,mange
máangwʉ̀le,mango
máangwèle,mango
máangùle,mango
máangwèle ndÿɔgɔ́,"mango, sp."
tÿǒ máangwèle,mango tree 
máangwèle láʼ,"mango, village"
nzab meffo kasálà,manioc leaves
ńkwɔgte,manipulate
ńkubte,manipulate untidily
ńkubte,manipulate untidily
mánà,manna
ntí,manner
lìŋe,manner
ngÿǒ,manner
lezsě lenéŋè,"manners, good"
nkème pwó,"man, one-armed"
kème pwó,"man, one-armed"
tekʉ̌a ńkáŋ,"man, poor"
