en,ngiemboon
fʉ́ŋe,"fly, sp."
sǎŋ,flyswatter
fèfùʼ,foam
éfuʼ,foam
fùfùʼ,foam
ńdúŋo,focus
ńtága,"foetus, destroy oneself"
gʉ́m,fog
táa,fog
gém,fog
gʉ́m,"fog, times of"
táa,"fog, times of"
gém,"fog, times of"
ńgʉ́le,foil
ńgéle,foil
ḿbʉ́ŋe,fold
ḿbéŋe,fold
ḿbáŋte,fold
éféŋe,fold
ńŋwéʼe,fold
ḿmaʼa ndúm,fold
ḿbáŋ,fold
ḿbwɔ́ʼte,fold
éfʉ́ŋe,fold
ḿbyɛ́ʼte,fold a leaf
ḿbidte,fold 
ḿbile,fold oneself
ḿbáʼ,fold one’s hands
ḿbáʼte,fold one’s hands
éfʉ́e,fold over
ḿbile,fold over
ḿbiŋe láʼ,"fold, return"
leffo tÿó,foliage
meffo tÿó,foliage
zíŋe láʼ,folklore
ḿbɔ́ɔnte,follow
ńzse,follow
ḿbáte,"follow clues, search"
gèbe,folly
éshÿoon,"fond of, be very"
nkùnkùm,fonio
pfɛ́,food
jÿó,food
mmó lejÿó,food
kǔʼ,food
lyě gʉ̀,food for invited ones
éfɔb,"food, less oil"
