en,ngiemboon
kàlasôŋ,boxer shorts
selîb,boxer shorts
tétɔ́ʼ ndyé,box used to blacken something
tétɔ́ʼ ndyé,box used to smoke out something
tângɔ́ʼ,boyfriend
táangɔ́ʼ,boyfriend
ntyɛ̀ʼte,boy scout
múɔ mbàŋa,"boy, small"
múɔ ngwàshùm,"boy, young"
mbolé,bra
kwalákwàlà,brace
mvèmvfò,brace
kwáŋ,bracelet
kwáŋ mezwě fùɔ,"bracelet, k."
gáʼa,"brachiaria, annual"
shʉshʉ́ŋe tsẅɛ,bracken
shʉshʉ́ŋe kwɔb,bracken
shʉshʉ́ŋ,bracken
éshÿó,brag
ńnáte,brag
éshÿóte,brag
ńŋáʼte,brag
ési nnɛ́,brag
ńdẅɛ́,brag
ńgÿɛ́,brag
ngàŋa ŋáʼtè,braggart
ngàŋa náte,braggart
nnyɛ nnɛ́,braggart
nkì twó,brain
nkìi twó,brain
mefóon twó,brain
mefwóon,brain
legye,brain
péle,branch
pwó,branch
pwó tÿǒ,branch
ntyɛʼɛ́,branches
letyɛʼɛ́,branches
ńŋwɔ́bte,"branches, cross each other"
pǎb,brand
lìi,brand
nzèŋe nnɛ́,brave
ngàŋa shÿɔ̀g,brave
éshÿɔg,"brave, be"
metʉ̀,bravery
shÿɔ̀g,bravery
melàʼ,brawl
mbelég,bread
