en,ngiemboon
mbèen,payer
ntsɔʼɔ́ fàʼ,payment
nkem ngù,"pea, Budda"
mbʉ́lè,peace
sẅétè,peace
mbʉ̀le pʉlé,peaceful
nɔʼ,peacefully
nkʉnkʉŋ,"""peace tree"""
nkʉŋ,"""peace tree"""
ntoŋ,peak
kwâa,peals of laughter
mbwɔ́ʼ,peanut butter
ńtsẅíʼte,"peanut plants, weed"
ndákwà,"peanuts and maize, mix"
ndákwà,"peanuts, grilled"
ndákwà,"peanuts, ground"
njʉ́ʼ,"pear, balsam"
tɔgɔ́ tsye,pearl
meŋwʉŋé,pearl
tÿǒ zoon,"pear tree, African"
nyìŋe láʼ,peasant
kwáʼa,pebble
kwáʼ,"pebble falling, sound"
métoon,"pebble, small"
ńtsɔ́gte,peck
ngiŋe ssé,pedestrian
ńkyeente,peel
ḿbid,peel
ńkwóon,peel
ńkyeen,peel
ńzibte,peel
ńzib,peel
ńjum,peel
ńtẅile,peel
nzìbe,peeler
