ngiemboon,en
sàte,suffering
sate sate,higgledy-piggledy
À kǔu ndá ńgyá mezsǒ mé nuŋe sate sate.,He came in and saw his clothes lying in a mess.
hége,k. disease
sàʼ,k. disease
saʼá nèm,East
sǎʼ nèm,East
sàʼ ntsaŋ,defence lawyer
sàʼa,uprooter
Pasaʼa nkandi pɔ̀ɔn.,Here are the banana pullers.
sàʼa,commander
sàʼa, manager
sàʼa,kid
sàʼa, offspring
sǎʼ nèm,East
saʼá nèm,East
sáʼa ntse,spring
se,that of (possessive pronoun referring back to class 5 nouns)
se,those of (possessive pronoun referring back to class 8 nouns)
Lenÿɔ́g mêngáb pɔ́ se múɔ ne ńgyáŋa.,The hen's eye and that of the chick are sick.
À ge kaa pɔ̀ɔn sé pɔ́ se tá we.,He will carry his bags and those of his father.
se,for him (benefactive pronoun)
se,for (benefactive adjective)
Pi tó ḿbí se Tâm ńdɔg ńtó.,Come take for Tam to bring.
sé,his (third person singular possessive pronoun referring back to class 5 and 8 nouns)
sé,his (third person singular possessive adjective modifying class 5 and 8 nouns)
sé,his (third person singular emphatic possessive adjective modifying class 5 and 8 nouns)
sé,for him (third person singular possessive object pronoun referring back to class 5 and 8 nouns)
seféfɔ́gɔ,white
seféfɔ́gɔ,white
shʉ́g,ours (first person plural exclusive pronoun referring back to class 5 and 8 nouns)
ség,ours (first person plural exclusive pronoun referring back to class 5 and 8 nouns)
shʉ́g,our (first person plural exclusive adjective modifying class 5 and 8 nouns)
ség,our (first person plural exclusive adjective modifying class 5 and 8 nouns)
shʉ́g,our (first person plural exclusive emphatic adjective modifying class 5 and 8 nouns)
ség,our (first person plural exclusive emphatic adjective modifying class 5 and 8 nouns)
Tè kwɛ́ legwaʼá shú té kwɛ́ ség.,Don’t attach your shelf without attaching ours.
shʉ́gè,yours and ours (first person plural inclusive possessive pronoun referring back to class 5 and 8 nouns)
ségè,yours and ours (first person plural inclusive possessive pronoun referring back to class 5 and 8 nouns)
shʉ́gè,your and our (first person plural inclusive possessive adjective modifying class 5 and 8 nouns)
ségè,your and our (first person plural inclusive possessive adjective modifying class 5 and 8 nouns)
shʉ́gè,your and our (first person plural inclusive emphatic possessive adjective modifying class 5 and 8 nouns)
ségè,your and our (first person plural inclusive emphatic possessive adjective modifying class 5 and 8 nouns)
"À lɔɔn shʉ́a lepfo, á ná ségè.","If he splits the cola, he gives us ours."
sekúd,school
sekú,school
sekú,school
sekúd,school
sekʉ,small
sekʉ, little (qualifying class 5 and 8 nouns)
sekwɛ̂,square
leselé nzsè,diverter
leselé nzsè, deflection
leselé nzsè, diversion
sèle nzsè,diverter
sèle nzsè, deflection
sèle nzsè, diversion
sélékùa,four (modifying class 8 nouns)
sèlenyɛ́,cinema
sèlemáŋ,cinema
sélémɔʼɔ́,one
À nǎ lelÿɔʼ né mèŋ pɔ́ sélémɔʼɔ́.,He only gave me a yam.
sèlemáŋ,cinema
sèlenyɛ́,cinema
