ngiemboon,en
lekwág,k. sculpting tool
lekwɛ́,mountain
lekwɛ́,hill
lekwɛ̀,struggle
lekwɛ̀, wrestling
lekwɛ̌ nkandɔ́ɔn,perseverance
lekwɛ̌ nkandɔ́ɔn, effort
lekwò,time
Mèŋ n tǒo mbʉ̀a wɔɔn tàʼ lekwò.,I came to this dealership once.
lekwoŋ,spear
lekwoŋ, assegai
lekwoŋ kwoŋ ńnéŋe nzyè,fast
Áa tsɔ́ fʉ̀ʼ tsɔ́ pazáb ntʉ́m na Ssé gwɔ́ tsɛ̀ɛ lekwoŋ kwoŋ néŋe nzyè.,There are times when some Christians are fasting.
lekwoŋ lúŋ,dance spear with little bell
lekwoŋ nkáb tɛʼ,greed
Lekwoŋ nkáb tɛʼ à tè pòŋ.,Greed is not good.
lekwoŋ ntswáʼa,"iron pellet-bells in crescent-shaped pods attached to the end of a spear, for dancing"
lekwoŋ ntswáʼa mefùɔ,spear with small bell for dancing queens
lekwoŋ shÿɔ́ʼ,dance spear
lekwɔɔn,forfeit
lekwɔɔn, token
lekwɔɔn, gamble
lekwɔɔn, bet
lekwɔɔn,grudge
lekwɔ́ʼ,return
lekwɔ́ʼ, arrival
lekwɔʼɔ́,hill
lekwɔʼɔ́, high
lekẅé,obtaining
ndeŋ,bamboo (generic)
lekẅè,bamboo (generic)
lekẅéen,scraper
lekẅìle,pin
lekẅèle,pin
lekẅétè,mutual aid
lekẅɛ̀,exit
lekẅɛ̀, leaving
lekẅí,end of shoulder
lekwèle,pin
lekẅìle,pin
lekẅìʼi,addition
