ngiemboon,en
ńkíle,prevent
ńkíle,monopolize
ńkim,nail
ńkim,put on sheet metal
ńkim,to screw up (chic)
ńkim,nail
ńkim, fix
Kúkwò ka kime kwò múɔ.,The quid landed on the child’s foot.
"A ně ḿmaʼ mbaŋa tʉ̌, é  kime na kwò yɔ́ɔn.","He threw the nail, it stuck on my foot."
ńkim,be miserly
ńkim, be egotistical
ńkím,evoke
ńkím, pronounce
ńkím,remember
nkìŋ,attic
nkìŋ, barn
nkǐŋ,infertile
nkǐŋ, barren
ńkíŋ,isolate
ńkíŋ,isolate
ńkíŋ,cut leaves
ńkíŋ,make fun
ńkíŋ,make fun of
ńkíŋte,sweet-talk
Mênkɔ̀ʼ ne ńkíŋte mêngáb.,The rooster bullshits the hen.
ńkite,roll on the ground
ńkíʼ,burn to ashes
ńkiʼi,crack
ńkiʼi, have cracks
ńkiʼi,crack
ńkiʼi, crack
ńkiʼi, have flaws
nkoon,rattle made of basketwork
nkǒon,disabled
ńkoon,crumble
ńkoon, sink
ńkoon,dig
Tsetsáʼ kǒon.,The earth collapsed.
Tsìtsyɛ̀ kǒon nzsè.,The torrent dug the road.
ńkɔɔn,devour with one’s teeth
ńkoon,devour with one’s teeth
ńkɔɔn,munch
ńkɔɔn, crunch
ńkoon,munch
ńkoon, crunch
nkoon kyɛ́d,"monochord arched harp, with a single string attached from a bowed stick inserted in a tin-can resonator, played by children"
nkòonte,hoe handle
ńkɔʼɔ́,be
ńkɔ̌,be
Ɔ̀ kɔʼɔ́ nzɔ̌? Mèŋ ńkɔʼɔ́ mbʉ̀a.,Where were you? I was at home.
ńkɔʼɔ́ ,must
ńkɔʼɔ́ , have to
ńkɔʼɔ́ , owe
ńkɔʼɔ́ , want
 ńkeʼé,must
 ńkeʼé, have to
 ńkeʼé, owe
 ńkeʼé, want
ńkɔ̌,must
ńkɔ̌, have to
ńkɔ̌, owe
ńkɔ̌, want
Mèŋ ńkɔʼɔ́ gʉa metʉ̌a.,I have to go to the market.
nkɔ́g,small
nkɔ́g, little
nkɔ́g, narrow
ńkɔ́g,be small
ńkɔ́g,be small
Mèŋ n kɔ́gɔ lépfɛ́ɛ mmó ɔ́.,I am small to eat your food.
tánkɔɔn,bucket
tánkɔɔn, pail
tánkɔɔn, k. basket with handle
nkɔɔn,bucket
nkɔɔn, pail
nkɔɔn, k. basket with handle
nkɔ̌ɔn,century
ńkɔɔn,scrape
ńkɔɔn, tear out
ńkɔɔn,eat heartily
