ngiemboon,en
kapáŋapùʼ,sword
kapáŋapùʼ, dagger
tÿǒ pùʼ,sword
tÿǒ pùʼ, dagger
tÿǒ pÿè,camwood tree
tÿǒ pÿè, padauk tree
tÿǒ sitolóŋ,lemon-tree
tÿǒ cʉ̀a nzsó,red-leaved fig tree
tÿǒ tsɔ̀ɔn nzsó,red-leaved fig tree
tÿǒ zoon,safou tree
tÿǒ zoon, African pear tree
tÿǒ zyé nkenkáb,sycamore fig tree
tÿǒ zyé nkenkáb, fig-mulberry tree
tÿóon,calabash (generic.)
tÿóon múɔ,water (pocket of water)
"Atÿóon múɔ gwaa shʉ́a, múɔ ne ńkẅɛ.","The amnion burst, the baby followed him."
tÿǒsoŋ,city
tÿɔ́gɔ,inheritance
tÿɔ́gɔ, wealth
tÿɔʼ,sp. tree
Tÿɔʼ,Babete
tÿɔ́ʼte,family circle
tÿɔ́ʼte, neighbourhood
tÿɔ́ʼte,environment
