ngiemboon,en
jú,yours (second person singular possessive pronoun referring back to class 7 and 10 nouns)
jú,your (second person singular possessive adjective modifying class 7 and 10 nouns)
jú,your (second person singular emphatic possessive adjective modifying class 7 and 10 nouns)
jú,for you (second person singular possessive pronoun referring back to class 7 and 10 nouns)
Apɔ̀ɔn yɔ́ɔn kɔ́gɔ páʼɔɔn mbà jú zɔ̌ kɔʼɔ́ kɔ́g.,My bag is small even though yours should be.
jú,you
jú, also (second person singular object pronoun with an additive function when it repeats the subject)
"Páʼ pɔ́ pfǒ gi la, tó jú pɔ́gɔ pfó yɔɔn.","As they passed this way, come also we pass this way."
jù,yours (second person singular possessive pronoun referring back to class 9 nouns)
jù,your (second person singular possessive adjective modifying class 9 nouns)
jù,your (second person singular emphatic possessive adjective modifying class 9 nouns)
"Pɔ́gɔ̀ lɔɔn ńkwɛ́ ndá yɔ̀ɔn ngùʼɔɔn, fʉ̀ʼ páʼɔɔn pɔ́gɔ̀ kwɛ́ jù.","If we build my house this year, next year we will build yours."
Jû,Bazou
jùa,aluminium
jùmo,dry
jùbe,dry
Jùbe tsetsáʼ té kwɔ́ʼ shúm léjÿó mboŋó wɔ.,Dry land does not produce food well.
júbo ntaŋ,foundation
jùbe,dry
jùmo,dry
jǔɔ mvfò ,yesterday
 jǔɔ gẅie à ka tɔ̌g,yesterday
jǔɔ,yesterday
jǔɔ nzèm ,tomorrow
 jǔɔ gẅie à ne ntóo,tomorrow
jǔɔ,tomorrow
jǔɔ ,yesterday
 jǔɔ mvfò,yesterday
jǔɔ gẅie à ka tɔ̌g,yesterday
jǔɔ ,tomorrow
 jǔɔ nzèm,tomorrow
jǔɔ gẅie à ne ntóo,tomorrow
jǔɔ ,yesterday
 jǔɔ gẅie à ka tɔ̌g,yesterday
jǔɔ mvfò,yesterday
jǔɔ ,tomorrow
 jǔɔ gẅie à ne ntóo,tomorrow
jǔɔ nzèm,tomorrow
júʼ,yam (generic)
júʼu féfɔ́gɔ,sp. West African yam
júʼu kwéʼe tÿǒ,sp. West African yam
júʼu zigé,sp. West African yam
júʼu ngwá,sp. West African yam
jùʼu ngyá,audio-visual
jùʼu ngyá, television
jùʼu shwóŋ,communicator
jùʼu shwóŋ, radio
jùʼu shwóŋ, canary
jùʼu shwóŋ, snitch
júʼu sẅìŋ,sp. West African yam
júʼu ngwá,sp. West African yam
júʼu zigé,sp. West African yam
jʉ́a,funnel
yege,yours and ours (first person plural inclusive possessive pronoun referring back to class 7 and 10 nouns)
jʉ́gè,yours and ours (first person plural inclusive possessive pronoun referring back to class 7 and 10 nouns)
yege,yours and ours (first person plural inclusive possessive adjective modifying class 7 and 10 nouns)
jʉ́gè,yours and ours (first person plural inclusive possessive adjective modifying class 7 and 10 nouns)
yege,yours and ours (first person plural inclusive emphatic possessive adjective modifying class 7 and 10 nouns)
jʉ́gè,yours and ours (first person plural inclusive emphatic possessive adjective modifying class 7 and 10 nouns)
yege,ours (first person plural inclusive pronoun referring back to class 9 nouns)
jʉ̀ge,ours (first person plural inclusive pronoun referring back to class 9 nouns)
yege,our (first person plural inclusive adjective modifying class 9 nouns)
jʉ̀ge,our (first person plural inclusive adjective modifying class 9 nouns)
yege,our (first person plural inclusive emphatic adjective modifying class 9 nouns)
jʉ̀ge,our (first person plural inclusive emphatic adjective modifying class 9 nouns)
