ngiemboon,en
lelíb,handle
lelíb, loop
lelíb ndù,affix
lelíɛ ntse,predaceous diving beetle
lelɔ́g,sleep
lelɔ́g,sleeper
lùbo lengwɔʼɔ́,sp. tree
lelùb,sp. tree
lélum,k. condiment from bark
leluŋó,musical ensemble
lelùŋo,ball
lelùŋo, bullet
lelúʼ,spoon
leluʼú,bump
leluʼú, hump
lelÿɔʼtě kwò,ankle
leluʼú kwò,ankle
lelʉ̀a,crying
Ɔ̀ lɔgɔ lelʉ̀a ḿvege wɔ́?,Who are you using crying to scare?
leleŋé,ring
leleŋé, buckle
 leleŋé pwó,ring
 leleŋé pwó, buckle
lelʉŋé,ring
lelʉŋé, buckle
leleŋé,phalanx
 leleŋé pwó,phalanx
lelʉŋé,phalanx
lelʉ̀ʼʉ twó,crossbowman
lelʉ̀ʼʉ twó, beam
lelʉ̀ʼʉ twó, girder
lwò nŋwáʼ,honey
lelwò nŋwáʼ,honey
lelẅe múɔ,sp. cricket
lelyè,food service
lelyèen,hiding place
lyɛ̀nÿɔ́g,blackjack
lelyɛ̌,blackjack
lelÿò,beard
lelÿò,majority
lelÿò, most
Lelÿò melÿò kwoŋe pʉ́a tɛʼ.,The majority of old people like taro.
lelÿò ngesáŋ,corn silk
lelÿɔʼ,sp. yellow yam
leluʼú kwò,ankle
lelÿɔʼté kwò,ankle
lém,cloud
lém,spirit
