ngiemboon,en
pʉpÿɛ́ɛ,soft
pʉpÿɛ́ɛ, supple
pʉpÿɛ́ɛ, sponge
Tsetsáʼ nyé pɔ́ pʉpÿɛ́ɛ,The earth is still soft
Tsetsáʼ nyé pɔ́ pʉpÿɛ́ɛ, it is not solid.
 á kaa tiŋte.,The earth is still soft
 á kaa tiŋte., it is not solid.
pʉ́ʼte,vector agent
pʉ́ʼte,detonator
pwó,branch
pwó,arm
pwó, hand
pwó gém,wife
pwó kyɛ̀bɛ,left hand
pwó légɔʼ,slap
Pɔ́ɔn légÿo pɛ́ʼɛ̀ tà ńkẅé pwó légɔʼ.,Don't go so far as to take a slap.
pwó nzsó,cloth
pwó nzsó,sleeve
pwó tʉ̀,right hand
pwó tÿǒ,branch
pwóon,hunting
pwòon nkʉ̌a,raffia cover
pÿɔ́b ,billygoat
pÿɔ́b , male goat
 mêmbwɔ́b,billygoat
 mêmbwɔ́b, male goat
pwɔ́b,billygoat
pwɔ́b, male goat
pwɔ̀b,sound of a fat person sitting down
À fǎŋ tà ńcʉ́ʼʉ lénéŋe ssé ńgӱo lê pwɔ̀b na kwɔ̀ʼɔ.,"He is so big that to sit down, he just “pwɔ̀b” on the chair."
pwɔ̀bte,spread out
Aa pwɔ̀bte mezẅé.,He has a flat nose.
pwɔʼ,mushroom (generic)
pwɔʼ,k. sacrifice
pwɔ́ʼɔ zɛ́,excrement
pwɔ́ʼɔ zɛ́, faeces
pwɔ́ʼte,poliomyelitis
pwɔ̀ʼte mekwò,lame
pyàg,bomb
"Mé ně ne ńzíŋe lǔŋ, á maʼa pyàg, á vɛ́ ńtuɔ múɔ.","We were dancing, he threw the bomb, it burned the child."
pyâg,sound of air exploding from a piece of paper
Pípà vɛ̌ lê pyâg.,The paper burst as “pyâg”.
pyága,destruction
pyága, destructive
pyága gyé,deodorant
pyága gyé,one who loses his taste
pyága gyé,spoilsport
pyé,loss
