ngiemboon,en
pìd,blepharitis
pìdte,curved
pìdte, arced
pìdte, concave (eye)
Ɔ̀ tyě pɔ́ páʼ pìdte mekwò la.,You stand like one who has arched feet.
pie,that
pie, who (relative pronoun modifying class 2 nouns)
"Pʉ̀a pie n toŋó wɔ́b, pɔ́ kaa tóo.",The people I called did not come.
pîɛ,avocado
píge,questioning
píge, dialogue
píge, meeting
pìi tenùŋe,thief
pile,minimal quantity
pile, poor
pile, insignificant
"Mèŋ n dúɔ mmó fʉ̀ʼʉ kɔ́ wɔ́, á ná pɔ́ méjʉʼ lê pilé.","Whenever I ask for something, he always gives an insignificant amount."
pilé,response
píme,rhyme
píme melùʼ,drunk
píme melùʼ, alcoholic
píme melùʼ, drunkenness
Peg gyǎ píme mélùʼ mbà á tsǐ tsɛ̀ɛ menzsǒ mé.,We saw a drunk who had urinated in his clothes.
pímte,k. musical instrument
ge piŋ,today future (F2)
piŋ,today future (F2)
pìŋ,return
"Agʉ̀a té nò wɔ́, apìŋ zɔ̌ nò.","The way there is not difficult, it is the return that is."
pǐŋ,straw
piŋé,response
pìŋe lé nzèm,lump
pìŋe lé nzèm, simpleton
pìŋe lé nzèm, ninny
pìŋe lé nzèm, fool
pìŋe lé nzèm, idiot
pìŋe ndù,prefix
"Áa na ngiembɔɔn, mé té ŋweʼe «b» nzyté té vɔg ŋweʼe pìŋe ndù «m» wɔ́.",“
pìŋe nzèm,return
pìŋte,revision
pípà,paper
pípí,sp. plant
píte,recitation
píte, narrative
píte,essay
píte, composition
pitsɔ̀ʼ,sp. animal
pìyôŋ,pawn
pìyôŋ, draught
píʼ,movement
Gÿo píʼ lé pwó ɔ́.,Make a movement with your hand.
