ngiemboon,en
éfege,separate
éfege, split up
éfége,make it come out of the mouth
éfegte,differentiate
éfegte,separate
éfele,succeed
éfele, be free of ignorance
éfeŋe,stumble
éfʉ́ŋe,cross
éfʉ́ŋe, fold
éfʉ́ŋe, intersect
éfʉ́ŋe, pass each other
éféŋe,cross
éféŋe, fold
éféŋe, intersect
éféŋe, pass each other
éffo,fill up
éffo, bury
éffo,keep kola underground
éffote,drizzle
éfím,take off
éfím, flee
ésẅiŋ,sell
éfiŋ,sell
ésẅiŋ,skin
ésẅiŋ, strip
éfiŋ,skin
éfiŋ, strip
éfó,come from
éfom,drive in
éfom,rot
éfom, go mouldy
éfóm,stifle
éfóm,choke
À fomó nɔ̀ɔn lezẅé nkáʼ.,He suffocated the animal in the corner of the field.
Múɔ fomó tsɛ̀ɛ ndyé.,The child suffocated in the smoke.
éfóm,close
éfóm,close tightly
éfomo,be dirty
éfómte,be proud
éfoŋ,be bushy
éfoŋ,scribble
éfóŋ,inform
éfóŋ,visit someone sick
éfoo lepfo,keep cola in a basket
éfoo lepfo, store cola in a basket
éfɔb,have oedema and bloated stomach
éfɔb,have edema and bloated stomach
éfɔb,put less oil on the food
