ngiemboon,en
pembÿág,raw
pembÿág, uncooked (qualifying nouns from class 2)
pendyɛ̀ʼɛ,certain
pendyɛ̀ʼɛ, other (modifying class 2 nouns)
Tóŋ pʉ̀a pendyɛ̀ʼɛ pi lâ pɔ́ tó.,Call the other people to come.
gubé,human children
penkʉ́,human children
pepàba,flat
À la nyɛ́te tetʉ́a yé tà á gwɔ́ pepàba.,He arranged his yard so well that it is flat.
pepáŋ,pirouette
pepáŋ, whirling
pepáŋ, whirlwind
pepáŋ, whirlpool
pepàŋ,red
Múɔ maʼ nzsǒ pepàŋ.,The child is wearing the red outfit.
pepàŋ letúʼ,sp. aerial yam
pepàŋ mekú,sp. red bean
pàŋ ntsẅɛ̀ʼ ,hoverfly
 lùmo tʉ̂atʉ̂a,hoverfly
pepàŋ ntsẅɛ̀ʼ,hoverfly
pépɛ̌,that one (distant demonstrative pronoun that refers to class 2 nouns)
Mèŋ n ne ńkwoŋo yɔ́ɔn pɔ́ pépɛ̌.,I also only want these.
pepɔ́ɔn,asylum
pepɔ́ɔn, refuge
pépʉ́a,two (modifying nouns from class 2)
pépÿé megwé,osprey
pepÿɛ́ɛ,feeble (person)
Apeÿɛ́ɛ nyìŋ yɔɔn.,Here is a weak man.
peséssé,black (modifies class 2 nouns)
À gẅiin menɔ̀ɔn peséssé.,He has animals that are black.
péshÿɔ́ʼɔ,how many ...? (question for nouns from class 2)
Pʉ̀a péshÿɔ́ʼɔ tǒo ndá yɔɔn?,How many people came to this house?
pesẅé,new (modifies class 2 nouns)
À la gʉa ńtóŋ pʉ̀a pesẅé.,He had gone to call the new people.
petsɔ́,certain
petsɔ́, other (modifying class 2 nouns)
Petsɔ́ pʉ̀a ne ńguɔ.,Some people are sick.
pétʉ̂a,five (modifies nouns from class 2)
pevfǒ,cooked (qualifying nouns from class 2)
pevfǒ,ripe (qualifying nouns from class 2)
Pɔ́ ne ḿpfɛ́ɛ meshʉ̌ŋ pevfǒ.,They eat the cooked birds.
pezẅìŋ,old (qualifies class 2 nouns)
"Pi lɔɔn ńtyé legwaŋ ńne ńjúu menɔ̀ɔn, tà pi jú pezẅìŋ.","If you come to the market to buy the pigs, do not buy the old ones."
péʼe,by that (adverb + demonstrative adjective as a suffix)
péʼe,by there (adverb + demonstrative adjective as a suffix)
À lɔgɔ péʼe faʼa légɔɔn ngie kɔ́?,What does he mean by this?
Pfó péʼe ńtó ńtsɛ́ɛ wɔ́ɔn.,Come over there to join me.
pɛ̀,those
pɛ̀, those there (middle distant demonstrative pronoun that refers to class 2 nouns)
pɛ̀,those
pɛ̀, those there (middle demonstrative adjective modifying class 2 nouns)
Penkʉ́ pú é pɛ̀.,Your children are these.
Náa mmó pʉ̀a pɛ̀ pfɛ́.,Give these people something to eat.
pɛ̌,which ones? (asking for nouns from class 2)
Pɛ̌ pʉ̀a pʉʼʉ́ kème tÿó ńzába mánzsè?,Which people lifted the piece of wood to start?
pɛ́ʼɛ̀,like that
pɛ́ʼɛ̀, by there
pɛ́ʼɛ̀,like that
Pfó pɛ́ʼɛ ńtó.,Go like this (that way) you come.
"Á lɔɔn ńgwɔ́ pɛ́ʼɛ̀, mbà à tè zẅíŋ wɔ́.","If it's like that, he must not accept."
