ngiemboon,en
yembÿag,raw
yembÿag," uncooked (qualifying nouns from classes 7, 9 and 10)"
yémɔʼɔ́,one
N kǎa pɔ̀ɔn yémɔʼɔ́.,I carried a bag.
yendyɛ̀ʼɛ,certain
yendyɛ̀ʼɛ," other (modifying class 7, 9 and 10 nouns)"
"Akwɔ̀ʼɔ yɔɔn, gʉa ńkaa yendyɛ̀ʼɛ ńdɔg ńtó.","Here is the chair, go carry the other one to bring."
yépʉ́a,two (modifying nouns from class 10)
yeséssé,"black (modifies class 7, 9 and 10 nouns)"
À gẅiin ngáb yeséssé.,He has black chickens.
yéshÿɔ́ʼɔ,how many ...? (question for nouns from class 10)
Ɔ̀ gyǎ ngáb yéshÿɔ́ʼɔ?,How many chickens did you see?
yesẅé,"new (qualifies class 7, 9 and 10 nouns)"
"À ka kaa nzẅìŋe lʉŋ, ńtÿɔ́gɔ na yesẅé.",He carried an old chair to put on the new one.
yétá,three (modifying class 10 nouns)
À gwǒon ngáb yétá.,He stopped three chickens.
yetepòŋ,bad
yetepòŋ," evil (modifying nouns from classes 7, 9 and 10)"
yetsɔ́,certain
yetsɔ́, other (modifying class 7 and 10 nouns)
Yetsɔ́ pʉ́a kaa vfó.,Some taros are not cooked.
yetsɔ̌,certain
yetsɔ̌, other (modifying class 9 nouns)
Yetsɔ̌ ngesáŋ gwě ssé.,Some corn stalks have fallen.
yétʉ̂a,five (modifies nouns from class 10)
yevfǒ,"cooked (qualifying nouns from classes 7, 9 and 10)"
yevfǒ,"ripe (qualifying nouns from classes 7, 9 and 10)"
A pfɛ̌ ngáb yevfǒ.,He ate the cooked chickens.
yéyɛ̌,"that one (distant demonstrative pronoun that refers to class 7, 9 and 10 nouns)"
"Pi lɔɔn ńtó, pi júu yéyɛ̌ ńná né mèŋ.","If you arrive, buy this one to give to me."
yezẅìŋ,"old (qualifies class 7, 9 and 10 nouns)"
"Gʉa na mepɔ̀ɔn mɛ̂, ńnáa yezẅìŋ né mèŋ.","Among those bags, give me the old one."
yɛ̀,that
yɛ̀, that one
yɛ̀, those
yɛ̀, that one there
yɛ̀," those there (middle distant demonstrative pronoun that refers to class 7, 9 or 10 nouns)"
yɛ̀,that
yɛ̀, that ... there (middle demonstrative adjective modifying class 7 and 9 nouns)
yɛ̀, those
yɛ̀, those ... there (middle demonstrative adjective modifying class 10 nouns)
"Ntúʼ yɔɔn, kaa yɛ̀ ńgʉa ńtÿɔ́gɔ ngʉ̀ŋe wó.","Here is a calabash, carry this one to put aside."
yɛ̌,which one?
yɛ̌," which ones? (asking for classes 7, 9 and 10)"
Ɔ̀ gɔɔn ngie mèŋ n kaa yɛ̌ pɔ̀ɔn?,Which bag are you saying I'm carrying?
gíyɛʼ,friend (call)
yíyɛʼ,friend (call)
yɔb,theirs (third person plural possessive pronoun referring back to class 9 nouns)
yɔb,their (third person plural possessive adjective modifying class 9 nouns)
yɔb,their (third person plural emphatic possessive adjective modifying class 9 nouns)
yɔ́b,also
yɔ́b, equally
Á zɛ́te ngie pɔ́ zẅíʼte wɔ́b yɔ́b.,They have to wait for them too.
yɔ́b,his
yɔ́b, theirs (third person plural possessive pronoun referring back to class 7 and 10 nouns)
yɔ́b,his
yɔ́b, their (third person plural possessive adjective modifying class 7 and 10 nouns)
yɔ́b,his
yɔ́b, their (third person plural emphatic possessive adjective modifying class 7 and 10 nouns)
yɔ́gɔ̀,yours and mine (first and second person singular pronoun referring back to class 7 and 10 nouns)
yɔ́gɔ̀,your and my (first and second person singular adjective modifying class 7 and 10 nouns)
yɔ́gɔ̀,your and my (first and second person emphatic singular adjective modifying class 7 and 10 nouns)
yɔ̀gɔ,yours and mine (first and second person singular pronoun referring back to class 9 nouns)
yɔ̀gɔ,your and my (first and second person singular adjective modifying class 9 nouns)
yɔ̀gɔ,your and my (first and second person emphatic singular adjective modifying class 9 nouns)
yɔɔn,this
yɔɔn, this one
yɔɔn, this one here (close demonstrative pronoun modifying class 7 and 9 nouns)
yɔɔn, these
yɔɔn, these here (close demonstrative pronoun modifying class 10 nouns)
yɔɔn,this
yɔɔn, this ... here (close demonstrative adjective modifying class 7 and 9 nouns)
yɔɔn, these
yɔɔn, these ... here (close demonstrative adjective modifying class 10 nouns)
"Gʉa na mekwɔ̀ʼɔ mɔɔn, ńkaa yɔɔn.","Among these stools, carries this one."
"Tóo, ńkaa kwɔ̀ʼɔ yɔɔn.",Come carry this stool.
yɔ́ɔn,mine (first person singular possessive pronoun referring back to class 7 and 10 nouns)
yɔ́ɔn,my (first person singular possessive adjective modifying class 7 and 10 nouns)
yɔ́ɔn,my (first person singular emphatic possessive adjective modifying class 7 and 10 nouns)
"Ɔ̀ nyě pɔ̀ɔn jú, ńkaa yɔ́ɔn.",You left your bag to carry mine.
