ngiemboon,en
ńdye,feed
ńdye, receive someone
ńdye,receive the guest
ńdyé,settle
ńdyé,decant
ńdyé,sleep
ńdyé, put to sleep
ńdyé,fall asleep
ndyè fùɔ,royal nomination
ndyè fùɔ, king’s nursemaid
ndye múɔ,lullaby
ndye múɔ,sp. caterpillar
ndyèen,useful
ńdyeen,hide oneself
ńdyeen,hide
ńdyeen,hide in several places
ńdyeen,transmit
ńdyeen, broadcast
ńdyeen,keep
ńdyeen,transit
ńdyeen, to transmit
ndyèente,local soldier’s toy
ńdyɛ,start a fire
ńdyɛ,turn on several times
ńdyɛ, light here and there
ńdyɛ,glue
ńdyɛ,stick
ndyɛ̀ ngʉ̀a,eternal
ńdyɛb,hang from the shoulder
ńdyɛb, carry by shoulder strap
ndyɛ̀bte,porter
ndyɛ̀bte,charm
ndyɛ̀bte, enchant
ndyɛ̀bte,trainer
Ndyɛ̀bte menɔ̀ɔn wɔɔn.,This is the animal tamer.
ńdyɛ́bte,tame
ńdyɛ́bte, pull
ńdyɛ́bte, charm
ndyɛ̀ɛ,billsticker
ndyɛ̀ɛ, wallpaperer
ńdyɛte,like
Múɔ lyɛte má we tɛʼ.,This child has too much affection for his mother.
ńdyɛ́te,collect
ńdyɛ́te, gather
Ńdyɛ́te ntse.,Collect the water.
ndyɛ̀ʼ,not
ndyɛ̀ʼ,perhaps
Ndyɛ̀ʼ ɔ̀ gÿo tà nyìŋ júʼ.,Don't until someone knows.
À nyě  te tó ka? Ndyɛ̀ʼ aa mánzsè.,Has he not come yet? Maybe he's on his way.
ndyɛ̀ʼ tsɔ́,perhaps
ndyɛ̀ʼ tsɔ́, maybe
Ndyɛ̀ʼ tsɔ́ à gwǎ gɔɔn à tè zsé ngie ɔ̀ ge júʼ wɔ́.,Perhaps when he said it he didn't know that you could understand.
ndyɛ̀ʼɛ,certain
ndyɛ̀ʼɛ, other (modifying nouns from all classes)
"Aa nyìŋ ndyɛ̀ʼɛ, n tè ne ńzsé yé wɔ́.","He's a stranger, I don't know him."
ńdyɛʼte,explain
ńdyɛʼte,indicate
ńdyɛʼte,rumble
ńdyɛʼte, growl
ndÿèen,dishwasher
Á gʉa na pi pie pi ne sɔgɔ mekáŋ pɛ́ʼɛ andÿèen gwɔ́ wɔ̌?,"Among you who wash the plates, who is the rinser?"
