ngiemboon,en
pfâd,very tender (meat)
pfâd, very fast (cut)
"À ka lɔ́ɔn mbab e tè vfó, e taŋa lê pfâd.",He cooked the meat poorly and it’s not very tender.
pfǎd,pass rapidly
À kÿǒ tà ńzyɛ́ʼɛ mvfò mèŋ lê pfǎd.,He walked past me in a hurry.
pfǎd,quick break
Nkÿo zaʼá lê pfǎd.,The rope was cut only “pfad”.
pfepfɔ́b,dust
pfɛ́,food
pfɛ́ kẅi,rheumatism
pfó,corpse
pfó,ash
pfóm,sp. ant
pfómànkwɔ̀ʼ,tortoise
pfómànkwɔ̀ʼntse,Nile soft-shelled turtle
gẅílíd,long-eared owl
pfòŋ,long-eared owl
pfɔ́b,powder
pfɔ́b, flour
pfɔ̌g,widowhood
pfɔ̌g,k. cultural rite dance
pfùb,sound of a hoe digging the ground
"Mèŋ n dɔgɔ́ shú, ńjʉ́ʼʉ nɔ̀ɔn lê pfùb pfùb tà ḿmag.","With the hoe, I cultivated “pfùb pfùb” until I finished."
pfwɔ̀ʼ,rest
pfwɔʼɔ́,bamboo pith
pi,those
pi, those there (distant demonstrative pronoun referring to class 2 nouns)
pi,those
pi, those ... there (distant demonstrative adjective modifying class 2 nouns)
Líe pi pʉ̀a tá ńgyá.,Look at these people before you see.
pi,you (second person plural subject pronoun)
Pi gʉ̌a tà ńkúu nzɔ̌?,What level did you go to?
pi,your (third person plural possessive adjective modifying any class noun after preposition or a movement verb)
À ka kuu nkáʼ pi.,He has entered your field.
pí,yours (second person plural possessive pronoun referring back to class 2 nouns)
pí,your (second person plural possessive adjective modifying class 2 nouns)
pí,your (second person plural emphatic possessive adjective modifying class 2 nouns)
Pʉ̀a pí gÿɔ́ɔn.,Your people are a lot.
Pí pʉ̀a gÿɔ́ɔn.,It’s your people who are many.
pì,benefit
pǐ,exterior
pǐ, outside
pǐ, outdoors
pi né pi,one another
Pi kwoŋo pi né pi.,Love one another.
píd,consequence
Ɔ̀ fʉ̌ʼ nò tà ɔ̀ ge laŋa píd ɔ̀ fʉ̀ʼɔɔn.,"You made stupid mistakes, now you will see the consequences."
