ngiemboon,en
la,distant past (P4)
À la lʉ́ʼ tá mèŋ n gʉa.,He refused (far) before I left.
lá,(shows surprise)
À kwǎʼ ńtó lá!,Did he really come!
là,tie
là, link
là, connection
pâ ,and
pâ , with
 lé ,and
 lé , with
 né,and
 né, with
lâ,and
lâ, with
Kaa yɔɔn lâ gi.,Wear this and that!
ndǎ,already
lǎ,already
Ɔ̀ lǎ tóo jʉʼɔɔn.,You've been here before.
ndǎ,(iterative aspect in the past)
lǎ,(iterative aspect in the past)
Mèŋ n dǎ táŋa létó tɛʼ.,I have thought about coming many times.
la láʼ,distant past (P5)
À la láʼ ńdʉ́ʼ tá mèŋ n gʉa.,He refused (distantly) before I left.
ndaa,never
laa,never
À laa túm ntse wɔ́.,He never traveled.
láa,how much (does that article cost)?
Ɔ̀ sẅiŋe nkandi láa?,How much do you sell bananas?
làa,comparison
làa,comparable
làa, measurable
làa, similar
Yɔɔn áa nò té làa.,This is a deal like no other.
màmbú mbÿàg pÿág,grenadine
màmbú mbÿàg pÿág, passion fruit
laale,grenadine
laale, passion fruit
lǎg,spot
lǎg, scar
lǎg,puddle
lǎg, marsh
lǎg, swamp
lagá,none
lagá, nothing
Alagá tàʼ ndólà té pɔ̀ɔn mèŋ wɔ́.,There are no coins in my pocket.
lagá fʉŋ,scar
làkùb,spotted hyena
nkàʼ ,lamp
nkàʼ , flare
 túlékáŋ,lamp
 túlékáŋ, flare
lâm,lamp
lâm, flare
lámáasè,orange
làmbì,hourglass drum
làméndɔ̀ɔn,perfume
làméndɔ̀ɔn, scent
làméndɔ̀ɔn, aroma
làméndɔ̀ɔn, flavour
lánzì,boat
làŋ,black bean aphid
lǎŋ,road
làŋa,surface
làŋa,painting
làŋa, picture
lápà,sling
lápà, slingshot
