ngiemboon,en
gàb,adultery
Ée shʉ́ mbwo manzwě nzɔ̌ʼ légÿo gàb.,It is a shame for a married woman to commit adultery.
gàb,sharing
gàb, dividing up
gàbte,divisible
gàbte, divided up
"Mbab, ee ye gàbte.",The meat is shared.
vǎd ,very fast
 kǎd ,very fast
 vàg ,very fast
 fím,very fast
gǎd,very fast
Mbândum zyɛʼɛ́ mvfò mèŋ lê gǎd.,The rat crossed very quickly in front of me.
gág,jaw
gág,pharynx
gág, roof of the mouth
gàg,(shows a surprise movement)
Pɔ́ɔn légíŋe ngie gàg mvfò fùɔ pɛ́ʼɛ̀.,Don’t “gag” (move by surprise) in front of the boss like this anymore.
gáŋ,part of the thorax
gaŋá,internet
gàŋagáŋa,sp. weed
gáŋte,thorax
gÿáte,diversion
gÿáte, trickery
gáte,diversion
gáte, trickery
gáʼ ngi,sp. insect
gáʼa,annual brachiaria
gáʼa mevɛ́,Deam’s clearweed
gaʼa ncÿɔ̀b,Burmann’s basketgrass
gáʼà ndÿɔgɔ́,sp. oily herb
ge,immediate future (F1)
Mèŋ n ge líe gú.,I'm going to see you.
gÿo ,tomorrow future (F3)
 ńdu ,tomorrow future (F3)
 ge lu ,tomorrow future (F3)
 lu,tomorrow future (F3)
ge gÿo,tomorrow future (F3)
À gɔ̌ɔn ngie à ge gÿo tó.,He said he will come.
láʼ,very distant future (F5)
ge láʼ,very distant future (F5)
Mèŋ n ge láʼ kwɛ ndá yɔ̀ɔn fʉ̀ʼ páʼɔɔn.,I will build my house next year.
lu ,tomorrow future (F3)
 ńdu ,tomorrow future (F3)
 gÿo ,tomorrow future (F3)
 ge gÿo,tomorrow future (F3)
ge lu,tomorrow future (F3)
À ge lu tó.,He will come.
piŋ,today future (F2)
ge piŋ,today future (F2)
À ge piŋ tó gyá gú.,He will come see you.
ge tó tá ,distant future (F4)
 táa,distant future (F4)
ge táa,distant future (F4)
ge táa ,distant future (F4)
 táa,distant future (F4)
ge tó tá,distant future (F4)
"Pɔ́ ge tó tá tó, é kẅé nkáb.",They will come and take the money.
gèbe,folly
gèbe, alienation
