ngiemboon,en
sɔ̀bɔntsì,royal notability title
sɔ̀bɔntsì, older sibling of the chief
sɔ́g,sp. fruit
sɔ̀g,soap
sɔ́gɔ̀,yours and mine (first and second person singular pronoun referring back to class 5 and 8 nouns)
sɔ́gɔ̀,your and my (first and second person singular adjective modifying class 5 and 8 nouns)
sɔ́gɔ̀,your and my (first and second person emphatic singular adjective modifying class 5 and 8 nouns)
sɔ̀gɔ mesoŋ,toothbrush
sɔ̀gɔ mvɔ́bɔ,soap powder
sɔ̀gɔ ntsentse,liquid soap
sɔɔn,none
sɔɔn, no one
Sɔɔn nyìŋ kaa tóo.,No one came.
sɔɔn,this
sɔɔn, this one
sɔɔn, this one here
sɔɔn, these
sɔɔn, these here (close demonstrative pronoun referring to class 5 and 8 nouns)
sɔɔn,this
sɔɔn, this ... here
sɔɔn, these
sɔɔn, these ... here (close demonstrative adjective modifying class 5 and 8 nouns)
sɔ́ɔn,mine (first person singular possessive pronoun referring back to class 5 and 8 nouns)
sɔ́ɔn,my (first person singular possessive adjective modifying class 5 and 8 nouns)
sɔ́ɔn,my (first person singular emphatic possessive adjective modifying class 5 and 8 nouns)
sɔ́ɔn,sp. very tender creeper
sɔ̀ɔn,sp. yellow termite
metʉ̌a,market
sɔ̌ɔn,market
sɔɔn mbʉ́a,seven
sɔ́ʼ,jar
sɔ́ʼ, pot
ssé,god
ssé,black
À ka júu ssé nzsǒ.,He bought a black suit.
ssé,ground
ssé,right in the process of (emphatic realis progressive aspect)
À gʉ̌a sɔ̌ɔn tà àa ssé ńtó.,He went to the market until he came.
Ssé,God
ssé lejÿɔ́g,iris
ssé ndá,floor of a house
nnú metyé,spitting cobra
ssé nnú,spitting cobra
ssé ntʉ́m,nasty person
ssé ntʉ́m, pervert
Ssé ntʉ́m wa gíŋe ńtó.,The bad guy has come.
ssé nyìŋ,black man
ssé nyìŋ, black
ssé nyìŋ, negro
