ngiemboon,en
kàŋa ssé,striped ground squirrel
káŋa twó,army
káŋa twó, soldier
káŋa twó,helmet
kàŋa tÿǒ,Gambian sun squirrel
káŋfelé,sp. cocoyam
kaŋsɛ̂,cancer
kɔ́ɔnŋwɔ́ɔn,k. condiment
káŋwɔ́ɔn,k. condiment
képàʼ,ancient money
kápà,ancient money
kàpàg,k. calabash used in the past as a plate and tumbler
kèpàg,shell
kàpàg,shell
tÿǒ pùʼ,sword
tÿǒ pùʼ, dagger
kapáŋapùʼ,sword
kapáŋapùʼ, dagger
kàpìd,ground beans
kápíndɔ̀ɔn,carpenter
kàpʉ̀ŋ,afep pigeon
kàpʉ̀ŋe mbÿě,Bruce’s green pigeon
kásà,emperor
ncùashùm,cassava (generic)
kasálà,cassava (generic)
ncùashùm féfɔ́gɔ,sp. white cassava
kasálà féfɔ́gɔ,sp. white cassava
ncùashùm pepàŋ,sp. red cassava
kasálà pepàŋ,sp. red cassava
kàsànetíʼ,shit (showing indignation)
Kàsànetíʼ! Ɔ̀ gÿo mmó yɛ né wɔ̌?,Shit ! Who are you doing this to?
kàsàʼa,k. child’s game to be able to eat
kacÿò,croustade
kacÿò, crust
kashÿò,croustade
kashÿò, crust
kásó,African walnut
kàte,letter
kàtolé,Catholic
