ngiemboon,en
kéyàʼ,song from a heroic dance
kee,what
kɛ̂,what
Ɔ̀ gɔ̌ɔn né mèŋ ńgie kɛ̂?,What did you tell me?
kí,key
kí, padlock
kab,pigsty
kì,pigsty
kìb,sound of something moving without giving notice
"Á kyɛ́, ńtyé mvfò mèŋ lê kìb.",He jumps to stand in front of me as “kìb”.
kìb,quarter of beef
kíbà,booty
kíbà, spoils
kîɛ,sound of cloth ripping
À shʉ̌a sànzà á gÿo lê kîɛ.,He tore the loincloth and it went “kîɛ”.
kíi nnáʼ,sp. fruit
kíkí màwàʼ,zebra mouse
kikíi melùʼ,bad wine
kim,egoist
kíkim,egoist
kíkyé,"spongy bone, especially chops"
kíkyè,one of something
"N dǔɔ pɔ́ mmó, n kaa gɔɔn ngie ɔ̀ náa mmó kíkyè wɔ́.","I only asked, I didn't say to give me such a thing."
kíkyɛ́d,sessile joyweed
kílòmità,kilometre
kíkim,egoist
kim,egoist
kìm,piece of meat
kìm, part of a dividing up
tatÿɔ́ʼ,common bulbul
kìm ntse ntsẅɛ̀ʼɛ,common bulbul
kímoonmbî,soldier with scarred cheeks
kînáʼ,pithaya cherry
kǐŋ,infertility
kǐŋ, barrenness
Ekǐŋ ée guɔ.,Infertility is a disease.
késhʉ́,sp. ant
kíshʉ,sp. ant
kòon,cliff
nkùnkùb,cotton
kotôŋ,cotton
