ngiemboon,en
pege,we (first person plural inclusive subject pronoun)
Pege jʉʼɔɔn ńgÿo kɔ́?,What are we doing here?
pege,"our, inclusive (first person inclusive plural possessive adjective modifying any class noun after preposition or a movement verb)"
À ka kuu nkáʼ pege.,He entered our field.
pége,sound
pége, failure
pége, bewilderment
pégè,"ours, inclusive (first person plural inclusive possessive pronoun referring back to class 2 nouns)"
pégè,"our, inclusive (first person plural inclusive possessive adjective modifying class 2 nouns)"
pégè,"ours, inclusive (first person plural inclusive emphatic possessive adjective modifying class 2 nouns)"
"Epɔ́b pʉ̀a ně ndáʼ ńtó, epégè gwɔ́ pɔ́ nzɔ̌?","Their people have since come, where are ours then?"
Pʉ̀a pége gÿɔ́ɔn.,Our people are a lot.
pekʉ,small
pekʉ, little (qualifying class 2 nouns)
pelâg,plaque
pelâg, sheet
peláŋ,plan
peláŋ,project
peláŋ,plank
peláŋ, board
pelé,joke
pelé, amusement
péle,addition
péle,branch
péle lezíŋ,first name
"Mèŋ n zɛté lezíŋ múɔ, á ná pɔ́ péle lezíŋ.","I asked the child's name, he only gave the first name."
pèle mpfóŋ,k. cultural dance
pélékùa,four (modifying class 2 nouns)
mênjwò ,groundnut (generic)
 mbèyáŋ,groundnut (generic)
péli,groundnut (generic)
péli galèwà,sp. groundnut (from Garoua)
péli láʼ,sp. groundnut (local)
péli lɔ̀ɔn ssé,sp. groundnut
péli ngǎndéle,sp. groundnut (from Ngaoundere)
péli syɛ̀b ntsɔ̀ʼ,sp. groundnut
péli tÿǒ,sp. tree
péli tÿɔ̀ʼ ntsɛ́,sp. groundnut
pelʉ̌,rotten (qualifying class 2 nouns)
À pfɛ̌ menɔ̀ɔn pelʉ̌.,He ate the rotten animals.
pelÿò,great (modifies class 2 nouns)
pembǐ,available (qualifies class 2 nouns)
pembòŋo,better (modifying nouns from class 2)
"Líe mekúnɔ̀ɔn pembòŋo, mèŋ n ge jú.","Look at the best pigs, I will buy."
