ngiemboon,en
wetsɔ̌,other
wetsɔ̌, certain
Wetsɔ̌ nyìŋ ge tó yé pɔ́ ncwò nzem.,The other person will only come in the evening.
wetsɔ̌ júɔ,day before yesterday
wetsɔ̌ júɔ, day after tomorrow
Peg ka tè tó jǔɔ wɔ́,We didn't come yesterday
Peg ka tè tó jǔɔ wɔ́, it was the day before yesterday.
 á ka gwɔ̌ pɔ́ wetsɔ̌ júɔ.,We didn't come yesterday
 á ka gwɔ̌ pɔ́ wetsɔ̌ júɔ., it was the day before yesterday.
wevfǒ,cooked (qualifying nouns from classes 1 and 3)
wevfǒ,ripe (qualifying nouns from classes 1 and 3)
Náa pîɛ wevfǒ né mèŋ.,Give me the ripe avocado.
wèwa,sp. bird
wéwɛ̌,that one (distant demonstrative pronoun that refers to class 1 and 3 nouns)
"Pi lɔɔn ńtó, pi júu wéwɛ̌ ńná né mèŋ.","If you arrive, buy this one to give to me."
wɛ̀,that
wɛ̀, that one
wɛ̀, that one there (middle distant demonstrative pronoun that refers to class 1 or 3 nouns)
wɛ̀,that
wɛ̀, that ... there (middle demonstrative adjective modifying class 1 and 3 nouns)
"A gʉa na mvfó yɛ̀, wɛ̀ zɔ̌ fáŋ.","Among these goats, this is the one that is big."
"Nyìŋ wɛ̀, à te poŋ.",This man is not good.
wɛ̌,which one? (asking for classes 1 or 3)
"Ɔ̀ ge gʉa na menkáʼ mɔɔn, é jú wɛ̌?",Which of the following fields will you buy?
wó,there
À gɔ̌ɔn ngie à tè wó wɔ́.,He said he won't be there.
woo,(shows distaste)
woo, (shows disappointment)
woo,yes (response)
Woo míŋ mbǎʼ nyìŋ oo! Tà à ge tsẅɛ́ɛ?,“Woo” someone else’s child! Will he get through it?
"Mèŋ n tǒŋo yé, á gɔɔn ngie woo.","I called him, he said yes."
wóo ... móo,(shows emotion)
Wóo míŋ wɔ̀ɔn móo! Ɔ̀ nyě ńgʉe gʉe.,“Wóo” my son! You're still stupid.
mɔ́,not
wɔ́,not
Pɔ́ téen ńge ńtó wɔ́.,They won't come.
wɔ̌,who
À wɔ̌ toŋó gú?,Who called you?
wɔ́ pɔ̂,(shows surprise)
Wɔ́ pɔ̂! egubé nyé tè kwɔʼɔ́ sekúd páʼɔɔn é gwe nzyè.,"“Wɔ́ pɔ̂”! The children are not always home from school, they can starve."
wɔb,theirs (third person plural possessive pronoun referring back to class 1 nouns)
wɔb,their (third person plural possessive adjective modifying class 1 nouns)
wɔb,their (third person plural emphatic possessive adjective modifying class 1 nouns)
wɔ́b,them (3rd person plural object pronoun)
Gʉa ńtóŋo wɔ́b!,Go call them!
wɔ́b,his (3rd person plural possessive pronoun referring back to class 3 nouns)
wɔ́b,his (3rd person plural possessive adjective modifying class 3 nouns)
wɔ́b,his (3rd person plural emphatic possessive adjective modifying class 3 nouns)
wɔ́gɔ̀,yours and mine (first and second person singular pronoun referring back to class 3 nouns)
wɔ́gɔ̀,your and my (first and second person singular adjective modifying class 3 nouns)
wɔ́gɔ̀,your and my (first and second person emphatic singular adjective modifying class 3 nouns)
wɔ̀gɔ,yours and mine (first and second person singular pronoun referring back to class 1 nouns)
wɔ̀gɔ,your and my (first and second person singular adjective modifying class 1 nouns)
wɔ̀gɔ,your and my (first and second person emphatic singular adjective modifying class 1 nouns)
wɔ́ɔ,either
Tóŋo mambàŋa kà manzwě wɔ́ɔ.,Call the man or the woman.
wɔɔn,this
wɔɔn, this one
wɔɔn, this one here (close demonstrative pronoun modifying class 1 and 3 nouns)
wɔɔn,this
wɔɔn, this ... here (close demonstrative adjective modifying class 1 and 3 nouns)
"Pɔ́ɔn lékaa mêngáb wɛ̂, kaa pɔ́ wɔɔn.","Don't wear that hen, just wear this one."
wɔ́ɔn,me (first person singular object pronoun)
Te líe wɔ́ɔn.,Don't look at me.
wɔ́ɔn,mine (first person singular possessive pronoun referring back to class 3 nouns)
wɔ́ɔn,my (first person singular possessive adjective modifying class 3 nouns)
wɔ́ɔn,my (first person singular possessive adjective modifying class 3 nouns)
wɔ̀ɔn,mine (first person singular possessive pronoun referring back to class 3 nouns)
wɔ̀ɔn,my (first person singular possessive adjective modifying class 3 nouns)
wɔ̀ɔn,my (first person singular possessive adjective modifying class 3 nouns)
wɔ̌wɔ́ɔ,anyone
Pɔ́ tsẅǐ ngie wɔ̌wɔ́ɔ néŋe ssé.,They asked everyone to sit down.
fènɛ́tèle ,window
 tɔ̀gɔ nkyɛ́ʼ,window
wúndù,window
