ngiemboon,en
sẅɛ̀ɛ sẅɛ̀ɛ,simply
sẅɛ̀ɛ sẅɛ̀ɛ,free
"N gʉ̌a legwaŋ mbab, mé ná mbab né mèŋ pɔ́ sẅɛ̀ɛ sẅɛ̀ɛ.","I went to the butchery, they gave me the meat for free."
sẅɛ̂láʼ,county seat
sẅɛ̂láʼ, capital
sẅɛ̀te,haste
Te faʼa fàʼ lé sẅɛ̀te.,Do not do this work in a hurry.
línɔ̀ɔn,k. sacrifice
línɔ̀ɔn, k. ceremony
sẅɛ̀ʼ,k. sacrifice
sẅɛ̀ʼ, k. ceremony
sẅɛ́ʼ ntÿɔ́ʼ,k. outfit
zẅì,depth
zẅì, bottom
sẅì,depth
sẅì, bottom
sẅì,narrow
sẅì,thin
sẅì, skinny
sẅì,coward
sẅì,good-for-nothing
sẅì,musk shrew (generic)
sẅî,sp. vegetable
sẅî,whirlwind
sẅìi tepwó,index finger
sẅìle,something surprising
fǐŋ,raffia fibre
sẅǐŋ,raffia fibre
sẅìŋ ngwòŋ,traitor
sẅìŋe,seller
sẅìŋe, salesman
sẅìŋe lepfòm,persistent diarrhoea
sẅíŋtè,prayer
sẅisẅé,indecent affair
sẅisẅé, impure
sẅisẅê,fresh
sẅisẅê, cool
sẅisẅê,in the shade
sẅisẅê, shelter
sẅisẅê,humid (wood)
À pfɛ̌ ngesáŋ sẅisẅê.,He ate the fresh corn.
À neŋe jʉʼʉ sẅisẅê.,He is sitting in the shade.
Ɔ̀ lɔɔn ńtuɔ nkẅíŋ sẅisẅê mbà mmɔ̌g é ge pyé.,"If you burn wet wood, the fire will go out."
sẅísẅé,amaranth (generic)
sẅísẅé menzoŋ,wild amaranth
sẅísẅé pepaŋ,water primrose
sẅísẅɛ́ɛ,sp. ant
sẅísẅɛ́ɛ nèm,sp. ant (black and poisonous)
