ngiemboon,en
túŋ nkʉŋ ,kingfisher
 tétúŋ nkʉŋ,kingfisher
tòŋ ncwò,kingfisher
toŋó,spout
toŋó, neck (bottle)
À pwɔʼɔ́ toŋó tÿoon.,He broke the bottleneck.
toŋó ncÿó,accept a false alarm
toŋó ncÿó,bum
toŋó ncÿó, ass
toŋó ncÿó, bottom
toŋó ncÿó, buttock
tòŋte káb,pipe cleaner
tòŋte mesoŋ,toothpick
tóo ńtsyeen ḿmi,rice
tóon,stone
tóon ntʉ̀,k. stone
tóon nzěm,cowardice
tòon twó,pillow
tòonngàŋ,sp. yellow yam
tòonŋwǒon,millipede
tôtǒ,flower (generic)
tôontǒon,flower (generic)
tôontǒon,flower (generic)
tôtǒ,flower (generic)
syâg,sound of a slap
tɔ̂g,sound of a slap
tɔ̌g,growth of the stomach
tɔ̌g,characteristic of vampires
tɔ̀g tɔ̀g,sound of corn popping on a fire
Ngesáŋ ne ḿvɛ́te lekʉŋ lê tɔ̀g tɔ̀g.,The corn is having a blast that “tɔ̀g tɔ̀g”.
tɔgɔ ndá,emergency exit
tɔ̀gɔ ndyé,chimney
fènɛ́tèle ,window
 wúndù,window
tɔ̀gɔ nkyɛʼ,window
tɔgɔ́ tsye,pearl
tɔ́gtè,course
tɔ́gtè, short cut
tɔ́gtè, path
tɔ̀gte,holey
Te néŋ nnáʼ tsɛ̀ɛ tɔ̀gte káŋ.,Do not put the sauce in the plate with holes.
tɔ́ɔn,pit
