ngiemboon,en
nzab,sticky vegetable (generic)
ńzab,clip
ńzab, level
ńzáb,put
ńzáb, put down
ńzáb, place
ńzáb,believe 
ńzáb, have confidence
ńzáb, be devoted
ńzáb,superimpose
ńzáb,go without stopping at a first supposed destination
À zábte zábte ńgʉa.,He kept leaving.
ńzáb,decide
À zǎb ngie à ge gʉa.,He has decided that he is going to leave.
nzab fàgte,sp. vegetable
nzab gwág,sp. vegetable
gèlegÿàʼ,sp. vegetable
nzab kéyàʼ,sp. vegetable
ncùashùm,cassava leaves
ncùashùm, manioc leaves
nzab meffo kasálà,cassava leaves
nzab meffo kasálà, manioc leaves
fólóŋ,spiny amaranth
nzab sẅísẅé,spiny amaranth
nzàba,greater cane rat
nzàba," ""hedgehog"" (in local English)"
nzàba mentÿǒ ngum,porcupine
ńzág,miss
nzǎg ngě,idle
nzǎg ngě, without support
nzǎg ngě, abandoned
nzǎg ngě, deserted
nzǎg ngě, neglected
Múɔ wɔɔn giŋ pɔ́ páʼ nzǎʼ ngě la.,This child walks like an idle person.
nzǎmɔ̂ɔn,German
nzaŋ,blade of straw
nzǎŋ,balafon
nzǎŋ, banana-log xylophone
nzà ngèle,draff
nzàŋ ngèle,draff
nzaza,heavily
"Nyìŋ gẅie à fǎŋ, giŋ pɔ́ nzaza.",The one who is fat walks heavily.
nzàʼ,strange
nzàʼ,extraordinary
Tâm gyǎ tsɔ̌ nzàʼ pà nɔ̀ɔn wá á gẅiin mendóŋ twó yé méntá.,Tam saw a strange animal that had three horns on its head.
Mèŋ n gyǎ tsɔ̌ nzàʼ pà nɔ̀ɔn á gẅiin mekwò ntɔgɔ́.,I saw an extraordinary animal with six legs.
ńzaʼ,graduate
ńzáʼ,cut
ńzáʼ,prevent
ńzáʼ,cancel
ńzáʼ,swear 
ńzáʼ, bet
ńzáʼ,keep a tooth
ńzáʼ,save 
ńzáʼ, release 
ńzáʼ, issue
ńzáʼ,cease
ńzáʼ,cut yourself
ńzáʼ,hold a grudge
ńzáʼ, decide to act badly on someone
ńzáʼ,to scratch
ńzáʼ, beg
ńzáʼ,cut out
ńzáʼ,lend
ńzáʼ,borrow
ńzáʼ,lend
ńzáʼ,borrow
nzàʼ lekwɔɔn,plotter
nzàʼ lekwɔɔn, conspirer
nzàʼ ncù,counter-attack
nzàʼ nkwɔɔn,plotter
