ngiemboon,en
gèbe ncwògʉ̀,semivowel
gegàŋ,okra
gégaŋá,spider (generic)
gegàŋa nkèsàŋ,redweed
gegàŋa nkèsàŋ, chocolate weed
gegàŋa tsẅɛ,garden hibiscus
gegÿɛ́,ghost
gʉgÿɛ́,butterfly (generic)
gégÿɛ́,butterfly (generic)
gégÿɛ́ ndʉ̀m,leopard moth
gégÿɛ́ ndʉ̀m, cossid miller moth
gégÿɛ́ ndʉ̀m, carpenter miller moth
gegÿɛ́ nzsó,blouse
nzab kéyàʼ ,sp. vegetable
 nkía,sp. vegetable
gèlegÿàʼ,sp. vegetable
gem,hole
gem, pit
gʉ́m ,strong cold during times of fog
gʉ́m , mist
gʉ́m , fog
 táa,strong cold during times of fog
 táa, mist
 táa, fog
gém,strong cold during times of fog
gém, mist
gém, fog
gèʼe,development
gèʼe, inflation
gɛ́,adultery
gi,that one
gi, that one there
gi, those
gi," those there (distant demonstrative pronoun referring to class 7, 9 and 10 nouns)"
gi,that
gi, that ... there
gi," those ... there (distant demonstrative adjective referring to class 7, 9 and 10 nouns)"
N kaa mmó tsɛ̀ɛ pɔ̀ɔn yɛ̂ gyá ,I didn't see anything in the bag
N kaa mmó tsɛ̀ɛ pɔ̀ɔn yɛ̂ gyá , search this one see.
 taʼa gi pɔ̀gɔ gyá.,I didn't see anything in the bag
 taʼa gi pɔ̀gɔ gyá., search this one see.
gi,yours (second person plural possessive pronoun referring back to class 9 nouns)
gi,your (second person plural possessive adjective modifying class 9 nouns)
gi,your (second person plural possessive adjective modifying class 9 nouns)
"Ngesáŋ yɔɔn, pí gi.","Here's the corn, take yours."
Ndá gi gwě.,Your house has fallen.
Tóo ńkaa gi ngesáŋ.,Come carry your corn.
gí,yours (second person plural possessive pronoun referring back to class 7 and 10 nouns)
gí,your (second person plural possessive adjective modifying class 7 and 10 nouns)
gí,your (second person plural emphatic possessive adjective modifying class 7 and 10 nouns)
gí,for you (second person plural possessive object pronoun referring back to class 7 and 10 nouns)
"À tǒ ńkaa mekwɔ̀ʼɔ, ńkaa gí.","While carrying the stools, he carried yours."
"Apɔ̀ɔn gí,  á yɔɔn.",Here is your bag.
Tóo ńtÿɔ́gɔ gí kwɔ̀ʼɔ.,Come and put your stool.
"À ge gwaa kaa pɔ̀ɔn, é kaa gí.","Before you carry the bag, it will carry for you."
gí,you
gí, you also (second person plural object pronoun that has an additive function when repeating the subject)
Pí gʉa gí ńtsɛ́ɛ tá wégè Ssé.,Go and join God our father too.
gie,that
gie," who (relative pronoun modifying class 7, 9 and 10 nouns)"
"Gʉa ńkaa káŋ gie á tyé li, ńdɔg ńtó.",Go carry the plate that is placed there to bring.
gígyé,small
gígyé, little
gígyé,minute
gígyé, tiny
"Ɔ̀ lɔɔn ńne ńtóŋo pʉ̀a, tè tóŋo gígyé.","If you call people, don't call the little ones."
"Atÿǒ pîɛ yɔɔn, áa gwe pɔ́ gígyé metɔ̌ɔn.",This avocado tree always produces tiny fruits.
gígyé sésɔg,cultivated squash calabash
gíle yé,alone
Zɔ́g gílé yé la shʉ́a nkʉ̌a nkàʼ.,The one who lives alone has pierced the raffia upside down.
yíyɛʼ,friend (call)
gíyɛʼ,friend (call)
gìʼi,(shows contempt)
Gìʼi! Yɛ̂ kɔ́ gie à gÿo pɛ́ʼɛ?,Hey! What are you doing like this?
gǒon,hollow
gǒon, hole
gǒon, pit
gǒon, grave
