ngiemboon,en
tÿǒ kùbo ndèndʉ́m,sp. tree
tÿǒ lámáasè,orange tree
tÿǒ lélum,sp. tree
tÿǒ lepfo,kola tree
tÿǒ lepwó,sky
tÿǒ lepwó, kingdom of heaven
tÿǒ lùbo lengwɔʼɔ́,sp. tree
tÿǒ lÿɔ́b,pawpaw tree
tÿǒ máangwèle,mango tree (generic)
tÿǒ màndalîn,mandarin tree
tÿǒ mandâm,common medlar
tÿǒ mbàg,sp. tree
tÿǒ mbÿě,aiele
tÿǒ mekú nnu,sp. tree
tÿǒ menjʉ́ʼ,sp. tree
tÿǒ múɔ,sp. tree
tÿǒ ncʉ́a mekú,common sesban
tÿǒ ndùm máshúɔ,ebony
tÿǒ ndyèente,sp. tree
tÿǒ ngág,sp. tree
tÿǒ ngelávù,guava tree
tÿǒ ngem,black plum tree
tÿǒ ngem, African plum tree
tÿǒ nkuzsò,African mesquite tree
tÿǒ ntsàʼ lɔ̀ɔn,mistletoe tree
tÿǒ nzem,ebony
tÿǒ pîɛ,avocado tree
