ngiemboon,en
ka,yesterday past 
À kaa tó lyɛʼɔɔn wɔ́ ,"He didn't come today, he came yesterday."
 à ka tó jǔɔ.,"He didn't come today, he came yesterday."
ka,question mark
A ne ńtóo ka?,Is he coming?
ká,circle
ká, probe
kà,if
kà, maybe
kà, perhaps
kà, or
Mèŋ n te ne ńzsé kà à ge tó wó wɔ́.,I don't know if he's going to come.
kaa,not
À kaa jÿó ńtí guɔ.,He did not eat because of the illness.
káa,isn’t it?
Pi pfɛ̌ mmó ńdʉʼʉ lénú ntse káa?,"You ate and refused to drink water, right?"
kaa ... wɔ́,not
Múɔ kaa pfɛ́ɛ tsɔ́ mmó wɔ́.,The child did not eat anything.
káa pàʼa,ceiling
káa tàŋa,k. construction implement for a straw hut
káa tÿó,prostitute
kàafée,coffee 
kàaká,cocoa
káasè,barrel
kì,pigsty
kab,pigsty
káb,pipe
kâb,very clean
Affo nkáb yɔɔn síi lê kâb.,This silver note is very clean.
kâb ndá,scatterbrain
kâb ndá, uninformed
kàba,maternity clothes
kàba, women’s dance clothes
kàba lejÿɔ́g,wink
Kàba lejÿɔ́ʼ gẅie ɔ̀ maʼa ngʉ̀a ngʉa aa we kɔ́?,"That wink you give all the time, why is that?"
kaba nŋwáʼ,apiary
kábte,gallery
kábte, grandstand
kàbte,umbrella
kashÿò,croustade
kashÿò, crust
kacÿò,croustade
kacÿò, crust
kàcÿò,k. potatoes mixed with vegetables dish
kàcÿò, leftover corn couscous grilled to bottom of pot
vǎd ,very fast
 gǎd ,very fast
 vàg ,very fast
 fím,very fast
kǎd,very fast
Cʉ̀cʉ̀a zyɛʼɛ́ ssé ndá lê kǎd.,The mouse passed very quickly  in the house.
