ngiemboon,en
tá,before
Pfɛ́ɛ mmó tá ńgʉa.,Eat before you leave.
tá,dowry
Atáa manzwě áa těen maga wɔ́.,A woman's dowry never ends.
tá,father
tà,clay pot
tà,until
tà, so well that 
tà,until 
Ɔ̀ nǎ tà á pfɛ́.,You gave him until he ate.
À tǒ tà ńtyé ncwò ndá.,He came so far as to stand at the door.
tà,not
Tà mé pfó tàʼ sàga nzsè.,Let's not take the long way.
tǎ,anterior future
"Mèŋ n da gɔɔn né yé, á tǎ ńgʉa ńkẅé.","I told him, then he went to pick it up."
tà á kuʼ,after
"À gɔ̌ɔn, tà á kuʼ, á lu ssé ńgʉa.","After saying that, he got up to leave."
tà á té púʼu wɔ́,otherwise
tà á té púʼu wɔ́, or else
"Gÿo mmó gie n gɔ̌ɔn ngie ɔ̀ gÿo, tà á té púʼu wɔ́ mbà ɔ̀ ge lʉa.","Do what I asked you to do, otherwise you will cry."
tá lepfó,neighbourhood chief
tá mbà,yet
À kaa tó,He did not come
À kaa tó, and yet I saw it.
 tá mbà n gyǎ ye.,He did not come
 tá mbà n gyǎ ye., and yet I saw it.
tà mbà,same
tà mbà,while
tà mbà,so that
tà mbà,if not
Tóo ńkaa lʉŋ yɔɔn tà mbà yɛ̂ ńdɔg ńtó.,Come carry this chair and even this one to bring.
Náa mmó m pfɛ́ tà mbà n ge cúa ɔ́.,Give me something to eat or I'll beat you up.
tà mbɔ̌,so
tà mbɔ̌, same as
"Gʉa ḿbÿé múɔ mbwo metá pú, tà mbɔ̌ melyè pú.",Go and announce the birth of the baby to your parents and your brothers.
tá menò,busybody
tá menò, businessman
tá mpfó,father of the deceased
ńgaa,how do you do
tà ńgaa,how do you do
tá ngwòŋ,head of the country
tà nò pʉ̀a wɔ́ɔn ńgÿo,k. cultural dance
tà ɔ̀ɔn,excuse
Tà ɔ̀ɔn n gʉa fʉ̀ʼɔɔn.,Excuse 
Tà ɔ̀ɔn n gʉa fʉ̀ʼɔɔn., I'm going to leave now.
tá pà má,maternal grandfather
Tá pà má we nyé wó.,His maternal grandfather is still living.
tá pà tá,paternal grandfather
À nǎ nkẅíŋ né tá pà tá we.,He gave the wood to his grandfather.
tá pà tɔɔn ndÿò,great-grandfather
Tá pà tɔɔn ndÿò ne ńguɔ tɛʼ.,My great-grandfather is ill.
tá pɔ́ má,relations
Tá we pɔ́ má we ée mbʉ̀a.,His parents  are at home.
tá pùʼ,supporter of slavery
tá we lÿò,grandfather
À ka gʉa ḿbÿé múɔ mbwo tá we ndÿo.,He went to announce the newborn to his grandfather.
