ngiemboon,en
wa,that ... there
wa, 
Mafùɔ kaa nyìŋ wa gyá.,Mafouo did not see this person.
wáa,
Ɔ̀ gyǎ yé wáa!,"You saw it, didn't you?"
gyà njÿó,watch
wáasè,watch
we,his 
we,his 
we,his 
"Mèŋ n kilé mêngáb wɔ̀ɔn, à kíle we.","I tamed my chicken, let him tame his."
we,that of 
Mêngáb Fǒpaʼ pɔ́ we Nkʉŋne kẅɛ̌.,Fopa's hen and Kenne's hen are out.
wé,his 
wé,his 
wé,his 
À jǔ nkáʼ wé.,He bought his field.
weféfɔ́gɔ,white
weg,ours 
weg,our 
weg,our 
"Mé tǒo ńgwoon mekúnɔ̀ɔn, aweg kwɛ.","Stopping the pigs, ours came out."
wég,us 
À zɛ́te wég.,He asks us.
wég,ours 
wég,our 
wég,our 
"Mèŋ n gyǎ nkẅíŋ, n ge lúɔ wég.","I saw the wood, I'll ask for ours."
wege,ours 
wege,our 
wege,our 
"À lɔɔn ńgwoon mêngwé we, á nyé wege.","If he stops his dog, he leaves ours."
wégè,yours and ours 
wégè,your and our 
wégè,your and our 
"Pɔ́ jʉ̌ nkẅíŋ, pɔ́ té wégè jʉ.","They stole the wood, they didn't steal ours."
wekʉ,small
wekʉ, little 
welʉ̌,rotten 
À pfɛ̌ɛ mákàba welʉ̌.,He ate the rotten macabo.
welÿò,great 
Mèŋ n kaa gyǎ mêngáb welÿò wɔ́.,I didn't see the big hen.
wembǐ,available 
"Cʉ̀cʉ̀a wɛ̂, aa wembǐ.",This mouse is catchable.
wembòŋo,better 
"Líe kúnɔ̀ɔn wembòŋo, ńná né mèŋ.",Look at the best pork to give me.
wembÿag,raw
wembÿag, uncooked 
wémɔʼɔ́,one
Mèŋ n gẅiin nkáʼ wémɔʼɔ́.,I have a field.
wendyɛ̀ʼɛ,other
wendyɛ̀ʼɛ, certain
"N kaŋá mêngáb, á náa wendyɛ̀ʼɛ né mèŋ.","I chose the chicken, he gave me another one instead."
wenzẅìŋ,old 
Peg ge jú nkáʼ sẅé lɔg kúbe wenzẅìŋ.,"We are going to buy a new field, to replace the old one."
weséssé,black 
À gẅiin mêngáb weséssé.,He has the black hen.
wéshÿɔ́ʼɔ,how many ...?
Ɔ̀ sǎŋ tà ńkúu na wéshÿɔ́ʼɔ?,How many did you count?
wesẅé,new 
Kwáŋ gẅie à jǔ aa wesẅé.,The bike he bought is new.
wetsɔ́,other
wetsɔ́, certain
Wɔɔn nkáʼ kɔ́g ńcʉa wetsɔ́.,This field is smaller than the other.
