ngiemboon,en
lepóm,photo’s development
lepóm,inflation 
lepòŋ,magnificent
lepòŋ, magnificence
lepòŋ,happiness
lepòŋ, well-being
lepúbè,blind snake
lepùe,thoughtlessness
lepum,egg
lepúm,about ten
lepúm,cowry shell
lepùme,accolade
lepùme,perfection
lepùmondù,robin
lepumtě ntse,confluence
lepumtě ntse, mingling
lepuʼú,package
lepuʼú,ball
lepuʼú múɔ,circumcision
mbuʼú ŋwèʼe,document
mbuʼú ŋwèʼe, book
lepuʼú ŋweʼe,document
lepuʼú ŋweʼe, book
lepuʼú pfó,ear of maize or corn containing black powder
lepʉ́,mammal’s breast
lepʉ̌,law
lepʉ́a,pot
lepʉ́a, jar
lepʉ́a, vase of holy water
lepʉ́méshʉŋ,sp. weed
mambʉ́múɔ,sp. tree
lepʉ́múɔ,sp. tree
lepʉ́múɔ,spurge 
lepʉ́múɔ kwɔb,sp. spurge
lepʉ́múɔ tsẅɛ,spurge
lepʉ́múɔ tsẅɛ, wild poinsettia
lepwó,stake
lepwó,sky
lepwǒon ndá,brickwork
lepwǒon ndá, masonry
