ngiemboon,en
pfâd,very tender 
pfâd, very fast 
"À ka lɔ́ɔn mbab e tè vfó, e taŋa lê pfâd.",He cooked the meat poorly and it’s not very tender.
pfǎd,pass rapidly
À kÿǒ tà ńzyɛ́ʼɛ mvfò mèŋ lê pfǎd.,He walked past me in a hurry.
pfǎd,quick break
Nkÿo zaʼá lê pfǎd.,The rope was cut only “pfad”.
pfepfɔ́b,dust
pfɛ́,food
pfɛ́ kẅi,rheumatism
pfó,corpse
pfó,ash
pfóm,sp. ant
pfómànkwɔ̀ʼ,tortoise
pfómànkwɔ̀ʼntse,Nile soft-shelled turtle
gẅílíd,long-eared owl
pfòŋ,long-eared owl
pfɔ́b,powder
pfɔ́b, flour
pfɔ̌g,widowhood
pfɔ̌g,k. cultural rite dance
pfùb,sound of a hoe digging the ground
"Mèŋ n dɔgɔ́ shú, ńjʉ́ʼʉ nɔ̀ɔn lê pfùb pfùb tà ḿmag.","With the hoe, I cultivated “pfùb pfùb” until I finished."
pfwɔ̀ʼ,rest
pfwɔʼɔ́,bamboo pith
pi,those
pi, those there 
pi,those
pi, those ... there 
Líe pi pʉ̀a tá ńgyá.,Look at these people before you see.
pi,you 
Pi gʉ̌a tà ńkúu nzɔ̌?,What level did you go to?
pi,your 
À ka kuu nkáʼ pi.,He has entered your field.
pí,yours 
pí,your 
pí,your 
Pʉ̀a pí gÿɔ́ɔn.,Your people are a lot.
Pí pʉ̀a gÿɔ́ɔn.,It’s your people who are many.
pì,benefit
pǐ,exterior
pǐ, outside
pǐ, outdoors
pi né pi,one another
Pi kwoŋo pi né pi.,Love one another.
píd,consequence
Ɔ̀ fʉ̌ʼ nò tà ɔ̀ ge laŋa píd ɔ̀ fʉ̀ʼɔɔn.,"You made stupid mistakes, now you will see the consequences."
