ngiemboon,en
ndameshǔ,k. cultural dance
nnameshú,k. cultural dance
ńnaŋ,spy
ńnaŋ,get worse
ńnáŋte,look at
ńnáŋte, observe
ńnáte,boast
ńnáte, brag
ńnáte, swank
ńnáte, show off
nnáʼ,sauce
ńnáʼ,watch out for
ńnáʼ, spy
ńnáʼ,go slowly
ńnáʼ,to watch
ńnáʼ,move discreetly
ńnáʼa,a bit
À júu kwáŋ páʼɔɔn ńdɔgɔ ńgɔɔn ngie à naʼá ńgẅiin nkáb.,He buys the bike like that to say he has some money.
nně,machete
ne,in the process of 
ńne,in the process of 
À tǒ tà ńne ńdyé.,He came until he was sleeping.
nně lǔŋ,dance sword
nně mbʉ̀ŋ,flash
nně mbʉ̀ŋ, lightning
nně mbʉ̀ŋ, spark
nně panzwě,local metal dibble
nně sàmbà,dance machete
kwàlànjà,k. dance instrument used to galvanize the crowd
nně zíŋ,k. dance instrument used to galvanize the crowd
ńnege,be muddy
ńnege,not be pretty
ńnege,despise
ńneme,clean out one’s ears
ńneme,sniff up
ńneme, snort
ńneŋ,trample on
ńneŋ,trample
ńnuʼ pʉ̀a ntse,put
ńnuʼ pʉ̀a ntse, load
ńnuʼ pʉ̀a ntse, introduce
ńnéŋ,put
ńnéŋ, load
ńnéŋ, introduce
ńnuʼ pʉ̀a ntse,oil
ńnuʼ pʉ̀a ntse, add oil
ńnéŋ,oil
ńnéŋ, add oil
ńnuʼ pʉ̀a ntse,electrify
ńnéŋ,electrify
ńnuʼ pʉ̀a ntse,start 
ńnéŋ,start 
ńnuʼ pʉ̀a ntse,baptize
ńnéŋ,baptize
ńnuʼ pʉ̀a ntse,put
ńnéŋ,put
Pi pú néŋte shúm sɛ̂ tsɛ̀ɛ pɔ̀ɔn.,Put all these things in the bag.
ńnéŋe,stay
ńnéŋe, remain
ńnéŋe,last
ńnéŋe,set oneself up
ńnéŋe, sit down
ńnéŋe,remain without acting or speaking
ńnéŋe,stay on the throne
ńnéŋe,work hard
ńnéŋe, force oneself
ńnéŋe,settle 
ńnéŋe, sit
ńneŋe tsébe,punish
"Ɔ̀ lɔɔn ḿpfɛ́ shúm múɔ, mbà n ge néŋe tsébe gù.","If you eat the child's food, then I will punish you."
nnɛ́,body
nnɛ́,fever
ńniag,knead
ńniag, mix
ńniag,be muddy
ńniag, to be dirty
