ngiemboon,en
shʉ́,shame
shʉ ngyǎŋ,k. disease
shwòŋondíŋe,yellow wood 
shʉ́a,yellow wood 
shʉ̀a,crack
shʉ̀a, split
shʉ̀a, opening
shʉ̀a,splitter
shʉ̀a, one who splits
shʉ̀a,k. exoteric circle
shʉ́alaŋ,k. hat
shÿéshÿe,directly
shÿéshÿe, openly
shʉashʉa,directly
shʉashʉa, openly
shʉ̀ate,torn
Yɛ̂ shʉ̀ate pɔ̀ɔn.,"There, it's a torn bag."
shʉ̀ate,tearer
ség,ours 
shʉ́g,ours 
ség,our 
shʉ́g,our 
ség,our 
shʉ́g,our 
Tè kwɛ́ legwaʼá shú té kwɛ́ ség.,Don’t attach your shelf without attaching ours.
ségè,yours and ours 
shʉ́gè,yours and ours 
ségè,your and our 
shʉ́gè,your and our 
ségè,your and our 
shʉ́gè,your and our 
"À lɔɔn shʉ́a lepfo, á ná ségè.","If he splits the cola, he gives us ours."
méshʉŋ,bird 
shʉ́ŋ,bird 
shʉ́ŋ,very sweet
"Akème nkùnkùʼ yɔɔn gie m pfɛ́ɛ lɔɔn, á lʉme lê shʉ́ŋ.",This piece of cane that I am sucking is very sweet.
shʉ̀ŋ,k. basket 
shùshù,weaverbird 
shʉ́ŋ ncwò,weaverbird 
shʉ́ŋ ngaŋ,guinea-fowl
shʉ́ŋ ngẅi,francolin
shʉ̀ŋ ntsɔ̀ʼ ndá ŋàg,supreme court
shʉ̀ŋ ntsɔ̀ʼ ndá ŋàg, high court of international justice
"Etsaŋ lɔɔn tè gie e pǔ ńtʉ tɛʼ wɔ́, mé le náa shʉ̀ŋ ntsɔ̀ʼ nda ŋàg wɔ́.",It is when the judgment is serious that it is sent to the supreme court.
shʉ́shʉ́,sp. cricket
pàʼ,slender mongoose
shʉ̀shʉ̀,slender mongoose
shʉ̀shʉ̀a,dandelion
shʉ̀shʉ̀a,long
shʉ̀shʉ̀a, slender
shʉ̀shʉ̀a mêngwé,sp. weed
shʉ̀shʉ̀a pùʼ,sword
shʉ́shʉm,sp. tree
