ngiemboon,en
tsɛ̀ɛzsǒ ,noon
 tʉ̀zsǒ ,noon
 tẅɛ̂b,noon
táŋazsǒ,noon
tápèle,table
tâshÿɔ́ʼ ndɔɔn,short and skinny
tâshÿɔ́ʼ ndɔɔn, bantam
"Tsɔ̌ tâshÿɔ́ʼ ndɔɔn gẅie pege yé ńgwɔ́, à pyě tsetsɛ̀ɛ láʼ.","A short, thin man who was with me got lost in the crowd."
tàtsab,guardian
tâtúʼ,pygmy
tâtúʼ, short man
kìm ntse ntsẅɛ̀ʼɛ,common bulbul
tatÿɔ́ʼ,common bulbul
tàʼ,one
Tàʼ nyìŋ zɔ tǒo jʉʼɔɔn.,Only one person came here.
tàʼ feláŋ,one franc
Ngwɔ́ mé le lwo ńgyá mmó tàʼ feláŋ á metʉ̌a wɔ́.,"At the market, you cannot easily see goods for one franc."
lefág ,twin
lefág , one of the twins
 málefág ,twin
 málefág , one of the twins
 mélefág,twin
 mélefág, one of the twins
tàʼ lefág,twin
tàʼ lefág, one of the twins
tàʼ lesoŋ ńkɔ nnáʼ,parasite
tàʼ lesoŋ ńkɔ nnáʼ, sloth
tàʼ lesoŋ ńkɔ nnáʼ, lazybones
tàʼ ncwò,union
tàʼ ncwò, unanimous
tàʼ ncwò, unity
tàʼ ndeŋ,bamboo 
tàʼ ntí,uniform
tàʼ ntse,river
tàʼ ntse, tributary
tàʼ sàga,long
Tà mé pfó tàʼ sàga nzsè.,Let's not take the long way.
tàʼ shúm,necklace
tàʼ téngwǎ,slug
tàʼa mmó,same thing
Pi yé mépʉ́a fóo légɔɔn tàʼa mmó.,You two just said the same thing.
tàʼngwǎ ngwoon,planorbis snail
tàʼngwɛ̌,snail 
te,not
te,without 
Te gɔɔn nò né mèŋ!,Don't talk to me!
te-,in-
te-, im-
Ɔ̀ lɔɔn ńgwɔ́ tekùʼ te gɔɔn ngie ɔ̀ kuʼ.,"If you're incapable, don't say you're enough."
-te,frequently
-te, repetitively
-te, iteratively
À ne ńkɔ́ʼte tÿǒ.,He cuts the tree.
té,without
Pi tǒ té gẅiin nkáb.,You came without money.
těen,not 
tě,not 
"Múɔ kaa fàʼ faʼa, à těen nge ńjÿó mmó wɔ́.","The child has not worked, he will not eat."
