ngiemboon,en
yembÿag,raw
yembÿag, uncooked 
yémɔʼɔ́,one
N kǎa pɔ̀ɔn yémɔʼɔ́.,I carried a bag.
yendyɛ̀ʼɛ,certain
yendyɛ̀ʼɛ, other 
"Akwɔ̀ʼɔ yɔɔn, gʉa ńkaa yendyɛ̀ʼɛ ńdɔg ńtó.","Here is the chair, go carry the other one to bring."
yépʉ́a,two 
yeséssé,black 
À gẅiin ngáb yeséssé.,He has black chickens.
yéshÿɔ́ʼɔ,how many ...? 
Ɔ̀ gyǎ ngáb yéshÿɔ́ʼɔ?,How many chickens did you see?
yesẅé,new 
"À ka kaa nzẅìŋe lʉŋ, ńtÿɔ́gɔ na yesẅé.",He carried an old chair to put on the new one.
yétá,three 
À gwǒon ngáb yétá.,He stopped three chickens.
yetepòŋ,bad
yetepòŋ, evil 
yetsɔ́,certain
yetsɔ́, other 
Yetsɔ́ pʉ́a kaa vfó.,Some taros are not cooked.
yetsɔ̌,certain
yetsɔ̌, other 
Yetsɔ̌ ngesáŋ gwě ssé.,Some corn stalks have fallen.
yétʉ̂a,five 
yevfǒ,cooked 
yevfǒ,ripe 
A pfɛ̌ ngáb yevfǒ.,He ate the cooked chickens.
yéyɛ̌,that one 
"Pi lɔɔn ńtó, pi júu yéyɛ̌ ńná né mèŋ.","If you arrive, buy this one to give to me."
yezẅìŋ,old 
"Gʉa na mepɔ̀ɔn mɛ̂, ńnáa yezẅìŋ né mèŋ.","Among those bags, give me the old one."
yɛ̀,that
yɛ̀, that one
yɛ̀, those
yɛ̀, that one there
yɛ̀, those there 
yɛ̀,that
yɛ̀, that ... there 
yɛ̀, those
yɛ̀, those ... there 
"Ntúʼ yɔɔn, kaa yɛ̀ ńgʉa ńtÿɔ́gɔ ngʉ̀ŋe wó.","Here is a calabash, carry this one to put aside."
yɛ̌,which one?
yɛ̌, which ones? 
Ɔ̀ gɔɔn ngie mèŋ n kaa yɛ̌ pɔ̀ɔn?,Which bag are you saying I'm carrying?
gíyɛʼ,friend 
yíyɛʼ,friend 
yɔb,theirs 
yɔb,their 
yɔb,their 
yɔ́b,also
yɔ́b, equally
Á zɛ́te ngie pɔ́ zẅíʼte wɔ́b yɔ́b.,They have to wait for them too.
yɔ́b,his
yɔ́b, theirs 
yɔ́b,his
yɔ́b, their 
yɔ́b,his
yɔ́b, their 
yɔ́gɔ̀,yours and mine 
yɔ́gɔ̀,your and my 
yɔ́gɔ̀,your and my 
yɔ̀gɔ,yours and mine 
yɔ̀gɔ,your and my 
yɔ̀gɔ,your and my 
yɔɔn,this
yɔɔn, this one
yɔɔn, this one here 
yɔɔn, these
yɔɔn, these here 
yɔɔn,this
yɔɔn, this ... here 
yɔɔn, these
yɔɔn, these ... here 
"Gʉa na mekwɔ̀ʼɔ mɔɔn, ńkaa yɔɔn.","Among these stools, carries this one."
"Tóo, ńkaa kwɔ̀ʼɔ yɔɔn.",Come carry this stool.
yɔ́ɔn,mine 
yɔ́ɔn,my 
yɔ́ɔn,my 
"Ɔ̀ nyě pɔ̀ɔn jú, ńkaa yɔ́ɔn.",You left your bag to carry mine.
