ngiemboon,en
féfɔ́gɔ̀ sɔ̀b,white pepper
fùfùʼ,foam
fèfùʼ,foam
fèfùʼ metyé,sp. green grasshopper
tyɛ̀ʼte,difference
tyɛ̀ʼte, separation
tyɛ̀ʼte, distinction
fègte,difference
fègte, separation
fègte, distinction
fégyaŋngwɔʼ,sp. white termite
feláŋ,tokens
feláŋ, coins
feláŋ, pieces of money
feláŋ sépʉ́a,two francs
felaŋsíi,French
felaŋsée,French
felaŋsée,French
felaŋsíi,French
gúʼu nɔ̀ɔn panzwě,sp. weed
feláʼ,sp. weed
fòme,dirtiness
fòme, dirt
fòme, excrement
fème,dirtiness
fème, dirt
fème, excrement
tɔ̀gɔ nkyɛʼ ,window
 wúndù,window
fènɛ́tèle,window
fèŋe fÿag,season change
fèŋe fÿag, climate change
fɛ́,brother
ffo,leaf
ffo,feather
ffo,medicine
ffó,pus
ffó,sp. ant
Ffó,Bafou
ffo cʉcʉ̀a,rat poison
ffo lelɔ́g,sleeping drug
ffó letuŋó,earwax
cú ntóŋ,tie
ffo ndèpàʼ,tie
ffo pàŋ,toothache plant
ffo ssé,powder
ffo ssé, ground 
