ngiemboon,en
kɔ́,what
Ɔ̀ kẅé kɔ́ mbwó mèŋ?,What are you getting from me?
kwɔ̀,take! 
kɔ̀,take! 
Kɔ̀ ńgʉa ńná né tá gù.,"Take it, you're going to give it to your father!"
kɔ̀ mpfɛ́ ndyé,lazy person
"E sẅiŋté tsɔ̌ kɔ̀ mpfɛ́ ńdyé ńgie à kaa pɔ̀ɔn yɔ́ɔn, á lʉʼ.","I begged a lazy man to carry my bag, he refused."
kɔ yɔ́ɔn áa mǒ,I gain nothing? I’m not interested
"A kɔ́ yɔ́ɔn mǒ wɔ́ɔ, à tè míŋ nyìŋ wɔ́.",The child who says “I have nothing to gain from it” is a badly behaved child.
kɔ́b,box
kɔ̂d,judgement
kɔ́hɔ̀ʼ,sound of someone coughing
À kẅǎg lê kɔ́hɔ̀ʼ.,He coughed that “kɔ́hɔ̀ʼ”.
kɔ̀ɔkɔ́ɔ,anything
kɔ̀ɔkɔ́ɔ, everything
Mèŋ kuʼu legÿo kɔ̀ɔkɔ́ɔ.,I am capable of doing anything.
kɔ̀ɔn,k. secret society
kɔ̀ɔn, k. cultural dance
kɔ̌ɔn,"habit finished, yesterday past"
À kɔ̌ɔn ńjʉ́ʼʉ mânkɔ́ʼ á shÿó lekwɔʼɔ́ Màngwá.,He grew potatoes near Mount Bamboutos .
kɔ̀ɔn màncù,combatant
kɔ́ɔn mantse,sp. brown or blackish crab
kɔ̀ɔn mánzòŋ,army
kɔ́ɔn menʉ́,sp. crab
kɔ́ɔn menʉ́,torrent
kɔ́ɔn menʉ́, rising
kɔ́ɔn menʉ́, flood
pfòŋ ,long-eared owl
 gẅílíd,long-eared owl
kɔ́ɔn méshʉŋ,long-eared owl
kɔ̌ɔn metse,blood clot
kɔ̀ɔn ngùb,couch grass 
kɔ́ɔn ntse,sailor
káŋwɔ́ɔn,k. condiment
kɔ́ɔnŋwɔ́ɔn,k. condiment
kɔ́ɔnte,beating
kɔ́ɔnte, punishment
"Ɔ̀ ge gíŋe ssó mmó yɛ̂, n náa kɔ́ɔnte gù.","You're having fun again, I'll give you a caning."
nkɔ́ɔntè pwó,wrist
kɔ́ɔntè pwó,wrist
kɔ̀te mánjù,sweet broomweed
nkɔ̀ʼ,gallery
nkɔ̀ʼ, portico
kɔ̀ʼ,gallery
kɔ̀ʼ, portico
kɔ̌ʼ,yoke
