ngiemboon,en
fà,flint
fà, material that helps light a fire
fàa,one who slips into something
fàa,bleeder
fàa,blower
fàg nnɛ́,sect
fàg nnɛ́,separatist
fàgte,separation
fàgte, dispersion
fálà,priest
ndalÿò,lounge
ndalÿò, sitting room
fala nda,lounge
fala nda, sitting room
màga lyɛ̌ʼ,Friday
faládê,Friday
falîne,flour
falísay,Pharisee
fàŋ,sp. tree that you can make jute from its bark
fàʼ,work
fàʼa,worker
faʼá nò,research
fàʼa nò,researcher
fáʼtè,cold
fáʼtè, flu
fèbe,lie
fèfà,wind
fòffò,executioner
fèffò,executioner
féfɔ́gɔ,white
féfɔ́gɔ mekú,sp. white bean
féfɔ́gɔ ncùm,Western reef egret
féfɔ́gɔ ngesáŋ,sp. white maize
