ngiemboon,en
legẅè,smile
legẅè, mockery
legẅè, taunt
legẅi,hailstone
legẅi mmɔ̌g,flint
legẅi ncù,shield
legẅi ncù,hot spot of the war
legẅi ncù, front
legye,intelligence
legye,wisdom
legye,brain
legyé,amusement
legyé,noise
legyé,ornament
legÿò,act
legÿò, action
legÿɔ́bɔ ntse,spring reservoir
legÿɔʼ,cheek
lejʉ̀ŋ mmɔ́g,embers
legÿɔ̀ʼ mmɔ́g,embers
legÿɔʼ ndá,frame
legÿɔʼ ndá,edge
legÿɔʼ ndá, border
lejúʼ,weeds used for healing earaches and headaches
lejǔʼ shwóŋ,communication
lejúʼu ngẅi,sp. weed used for treating earaches
lejʉ́ŋ,beside
lejʉ́ŋ, close to
Ɔ̀ tyé lejʉ́ŋ mèŋ ńgÿo kɔ́?,What are you doing next to me?
lejʉ̀ŋ,horizontal
legÿɔ̀ʼ mmɔ́g,embers
lejʉ̀ŋ mmɔ́g,embers
lejʉʼʉ́,leaning against
lejʉʼʉ́,chair back
lejwoŋó,finger joint
lejwoŋó,knot
lejwoŋó,generation
lejÿɔ́g,letter
lejÿɔ́g,eye
lejÿɔgɔ́,knot
lejÿɔgɔ́,articulation
lejÿɔgɔ́, joint
lejÿɔgɔ́ pwó,carp
lejÿɔgɔ́ pwó, wrist joint
