ngiemboon,en
kwàʼ gù,you yourself 
Kwàʼ gù zɔ ge gʉa ntse.,You yourself are going to go into the water.
kwáʼ kwáʼ,
À tyé ncwò ndá ne ḿbúʼte kwáʼ kwáʼ.,He is knocking on the door.
kwàʼ mboŋó,magnificent
Ɔ̀ gÿǒ kwàʼ mboŋó na mèŋ.,You did something magnificent to me.
kwàʼ mèŋ,I myself 
À gɔ̌ɔn ngie kwàʼ mèŋ tó.,He said let me come myself.
kwàʼ peg,we ourselves 
Kwàʼ peg zɔ ge gʉa ntse.,"We ourselves , are going to go into the water."
kwàʼ pege,we ourselves 
Kwàʼ pege zɔ ge gʉa ntse.,We ourselves  are going to go into the water.
kwàʼ pi,you yourselves 
Kwàʼ pi zɔ ge gʉa ntse.,"Yourselves, go into the water."
kwàʼ pɔ́b,they themselves 
Mèŋ n ne ńzẅíʼte ngie kwàʼ pɔ́b tó ńzɛ́te wɔ́ɔn.,I'm waiting for them to come and ask me.
kwàʼ yé,he himself 
Kwàʼ yé zɔ ge gʉa ntse.,He himself is going to go into the water.
kwáʼa,pebble
kwè,moribund
kwè, dying
kwè ńdíe jʉʼ,sp. fish
kwé nê kùʼu lɔ̌ɔn pɔ̀ɔn,miser
Mèŋ n gyǎ tsɔ̌ kwé nê kùʼu lɔ̌ɔn pɔ̀ɔn á gaʼte nzyè.,"I saw a miser, he was crying famine."
kwé nkùbo,miser
kwé té zsé,ignorant person
kwé té zsé, innocent person
kwéntum,pincers
kwéntum, clamp
kwʉ́ʼte,paralysis
kwéʼte,paralysis
kwɛ,latrines
kwɛ, W.C.
kwɛ̀ɛ,tie
kwɛ̀ɛ twó,scarf
kwɛ̀te,grudge
kwó,standard-winged nightjar
kwò,foot
kwò, paw
kwò,tyre
kwò metsǒŋ,glove
kwò nkàŋ,generation
kwò nkàŋ, age group
