ngiemboon,en
ésɔʼ,load too much 
ésɔʼ,raise
ésɔʼ,perform a miracle
ésso,fart
éssó,suffer
éssó, feel
éssóte,tease
éssóte,enjoy oneself
éswáʼte,crease
Te swáʼte menzsǒ tá ḿmaʼ.,Do not crease clothes before wearing.
ésẅag,rinse
ésẅag,wash lightly
ésẅag,make a sauce with less seasoning
ésẅág,singe
À sẅagá ffo ngwoon tépoŋ.,He flambéed the banana leaf badly.
ésẅág,purify
ésẅág,quench your thirst
"Mé cÿɔb mmó, á jʉ. Mé sẅága yé.",He was purified when he stole a poisoned thing.
ésẅag shʉ,escape from shame
ésẅag shʉ, take revenge for an insult
ésẅaga,have too much water
ésẅaga, dilute too much
Nnáʼ mesaŋá sẅagá.,The couscous sauce has too much water.
ésẅe,cover
ésẅe, stuff with straw
ésẅe,refuse something to someone
ésẅe,get loose
ésẅe, loose oneself
ésẅé,be cold
ésẅé, cool off
ésẅé,become cold
ésẅé,look alike
ésẅé, look like
ésẅé,look like 
ésẅé, look alike
ésẅé,"be speechless out of shame, after being denounced"
ésẅé, have goosepimples
ésẅéen,bless
ésẅete,tickle
ésẅete, caress
ésẅete, brush against
ésẅéte,get one’s health back
ésẅéte, recover one’s health
ésẅéʼe,make something go down
ésẅéʼe,kiss
ésẅéʼe,eat
Múɔ sẅeʼé lepuʼú mesaŋá gílé yé.,The child ate a ball of couscous alone.
ésẅɛ,undress
ésẅɛ, take clothes off
ésẅɛ,molt
ésẅɛ,raise an animal
ésẅɛ,kill by occult means
À sẅɛ̌ míŋ we na shʉ̀a.,He killed his son secretly.
