ngiemboon,en
nnú lepáʼ,tree pangolin
nɔ̀ɔn lepáʼ,tree pangolin
nɔ̀ɔn lekʉʼ,buffalo
nɔ̀ɔn nnɛ́,buffalo
nɔ̀ɔn nŋʉ́,striped hyena
nɔ̀ɔn ssé,k. condiment
nɔ̀ɔn tàʼ ndóŋ,rhinoceros 
nɔ̀ɔn tekẅǐ,invertebrate
nɔ̀ɔn temaʼ,irrefutable
nɔ̀ɔn temaʼ, unassailable 
nɔ̀ɔn tsèbe,cultivated ground after lying fallow
nɔʼ,peacefully
À giŋe lê nɔʼ.,He walks peacefully.
nɔʼ,chief’s palace
nɔ̀ʼ,dominance
nɔ̀ʼ, domination
nɔ̀ʼ, bullying
Nyé mmó múɔ wɛ̂. Anɔ̀ʼ té poŋ.,Leave the child thing there. Bullying is not good.
nɔ̀ʼ,blame
Anɔ̀ʼ té poŋ.,Blame is not good.
nɔ̀ʼ,large volume of taro
ntá,three 
ntà,capital
ntà, financing
ntà,macabo flower
ńta,display
ńta,spread
Ḿbáʼ mepɔ̀ɔn ńtate.,Weave the bags while spreading.
ntà nkěm,k. construction implement for a hut
ntàb,shed
ntàb, hangar
ntàb, tent
ntàb, hut
ńtáb,enter into mud
ńtáb,waste sauce
ńtáb,make cloudy 
ńtáb,mix 
ńtáb,regenerate
ńtáb, bud
ńtabte,try to speak
ńtabte, manage
ńtabte, make do
ntaffó,sp. small mushroom
ńtag,moan
ńtag,wriggle
ńtag,miss
"A taga té gwɔ́ ndʉ̀m, mbà aa ntsǒŋ.","If he fails to be a vampire, he will be a bandit."
ńtág,destroy
ńtág,cause trouble
ńtág,chase
ńtág,flow
ńtág, scatter
ńtág,destroy oneself 
ńtág,to disturb 
ńtág, destroy
ńtág,to provoke
