ngiemboon,en
sa,that ... there
sa, those ... there 
Cwóŋo ńzáʼ shúm sa ńdɔg ńtó.,Come down and cut these things and bring them!
sà,catapult
sǎ mékem,sp. cricket
sà ntí,changeable 
sàa nkÿo,jump rope
sàasè pɔ̂d,saucepan
sáasekɔ̀b,common agama
màga lyɛ̌ʼ,Saturday
sáasèndê,Saturday
sàb,details
sàb, condiment
sàb, spice
sàba,retailer
sàbte,retail 
sadúkaye,Sadducee
sǎg,side
sǎg, wall
sàg legʉa,proverb
sàga,speaker of proverbs
sàga mvɔ́gɔ,k. cultural dance
sagá ndá,wall
sagá nò,proverb
sagá nò, parable
sàmalí,k. cultural dance
sàmbà,k. cultural dance
sànzà,wrap-around cloth
saŋ,moon
saŋ, period
sáŋ,number
sáŋ, figure
"Mé lɔɔn ńgabte sáŋa legém nzsè pʉ́a, tàʼ nzsè gwɔ́ méntʉ̂a.","If we divide the number ten by two, each pile will be five."
sàŋa,accountant
sàŋ,accountant
sǎŋ,tail
sǎŋ, flyswatter
