ngiemboon,en
lepwɔʼ ntsentse,water-melon
pasetɛ́g,water-melon
pásétò,minister
pásétò, pastor
Páskà,Easter
páʼ,as
páʼ, like
páʼ,for
páʼ, as
páʼ, like
Nyɛ́te jú páʼ yɔ́ɔn.,Arrange your part like mine.
À tóŋo Mɔ́ɔnfùɔ páʼ peg yé ge gʉa.,He called Moffo so I could go with him.
"Páʼ nkandi yɛ̂ lʉ̌́ la, mèŋ n cʉ́ʼʉ jÿo wɔ́.","Since this banana is rotten, I won't eat it anymore."
shʉ̀shʉ̀,slender mongoose
pàʼ,slender mongoose
shʉ̀shʉ̀,imbecile
pàʼ,imbecile
mbaʼá,sp. weed that is dried
pàʼ,sp. weed that is dried
pàʼ,palm tree fluff
páʼ á zɛ́te,as one must
"Ɔ̀ lɔɔn ńtyé na fàʼ, ɔ̀ faʼ páʼ á zɛ́te.","If you are given the job, work it well."
pàʼ mbʉ̀ŋ,haemorrhage plant 
pàŋ nkwʉŋ,white-tailed mongoose
pàʼ nkwʉŋ,white-tailed mongoose
pàʼ nkwʉŋ,imbecile
pàʼ nkwʉŋ, stupid person
páʼa,so
páʼa, like that
páʼa, so that
"Ɔ̀ gɔɔn páʼa, mbà à gʉ̌a.",You say like that when he's gone.
páʼa,how?
Ɔ̀ gɔɔn ngie mèŋ m pfó páʼa?,How do you say I'm doing?
pàʼa,hut
pàʼa, cabin
pàʼa,hovel
pàʼa, slum
páʼɔɔn,like this
páʼɔɔn, in this way
Mèŋ n dɔɔn ńgɔɔn páʼɔɔn ńdɔgɔ ńcÿɔɔnò pi cúa wɔ́ɔn.,"If I say like this to lie, you hit me."
pe,those of 
Gʉa ńdíe pe Mɔ́ɔnfùɔ ńdɔg ńtó.,Go look at those from Manfo to bring.
pe-,some
pe-, the
Tóo ńtóŋ penkʉ́ pi lâ pɔ̌ gʉa.,Come and call the children to go with them.
pé,his 
pé,his 
pé,his 
pêen,salary
pêen, pay
pêen, pension
pê,salary
pê, pay
pê, pension
pèen,laziness
pê,salary
pê, pay
pê, pension
pêen,salary
pêen, pay
pêen, pension
peféfɔ́gɔ,white
peg,we 
peg,"our, exclusive "
À ka kuu nkáʼ peg.,He entered our field.
pég,ours 
pég,our 
pég,our 
Tâm gwǎ jÿɔ́g mekúnɔ̀ɔn mbà pég kẅɛ̌.,"By the time Tam was feeding the pigs, ours were out."
