ngiemboon,en
gɔ̀ɔn,verb
gɔ̀ɔn ńgÿo,person who keeps his promises
gú,invitation
gú,you 
N díe gú.,I'm looking at you.
gú,yours 
gú,your 
gú,your 
"Tá gẅi gǎb nkáʼ, ńná gú é kɔ́g.","Your father divided the field, and gave yours little."
gù,yours 
gù,your 
gù,your 
"Mèŋ n gwǒon mêngáb wɔ̀ɔn, gwoon gù.","I stopped my chicken, stop yours."
gù,you yourself 
"Ɔ̀ lɔɔn ńtóŋo míŋ nyìŋ té poŋ, mbà gù zɔ ge zẅíŋ.","If you hurt someone else's child, your child will suffer."
gû,sound of air going quickly by
Efÿág gÿǒ lê gû shÿó mèŋ.,The air “gû”  on my face.
guʼ ú,
gu û,
Gu û! Ɔ̀ pfɛ́ɛ mmó páʼ kúnɔ̀ɔn lá?,“Gu û”! How do you eat like a pig?
penkʉ́,human children
gubé,human children
gùbe,umbrella
gúcʉʉ,
"A gɔ̌ɔn ngie gúcʉʉ, á pwoon ntsẅɛ̀ʼ ye.",He said “gúcʉʉ” and hid his gender.
gûg,bark 
gùgùbo,ample
Mèŋ n gyǎ yé á maʼa gùgùbo nzsǒ.,I saw him dressed in a loose outfit.
gugẅî,hosanna 
Gugẅî! Cʉ̀apʉ̀a zǐme na legwé.,Hosanna! The Lord is resurrected.
gúlaandɔɔn,irony
gulû,
Gulû! Ɔ̀ ge cʉa nzɔ̌ le shúm tsǒŋ sɛ̂ loo?,“Gulu”! Where will you go with these stolen items?
gúm ndóŋ,crowned eagle
gùmo,farm
gùmopàʼa,truss
gùmopàʼa, frame
gùmopàʼa, rafter
guɔ,sickness
guɔ pàga láʼ,endemic disease
gutê,hotel
"Ɔ̀ lɔɔn tóo túm, ɔ̀ láʼa gutê.","If you arrive abroad, spend the night in a hotel."
Guyà,Buea
gúʼ,sp. mushroom with large head and long stem
