ngiemboon,en
fʉ̌ʼ nò,crime
fʉ̌ʼ nò, murder
Efʉ̌ʼ nò múɔ wɔɔn cʉ́ʼʉ gẅie ngwɔ́ mé láŋte wɔ́.,This child’s crime can no longer be tolerated.
fʉ̀ʼ ntsèm,each time
fʉ̀ʼ ntsèm, all the time
fʉ̀ʼ páʼɔɔn,next year
Mèŋ n ge láʼa fʉ̀ʼ páʼɔɔn é kwɛ́ ndá yɔ̀ɔn.,Next year I will build my house.
fʉ̀ʼɔɔn,now
fʉ̀ʼɔɔn, immediately
"Ɔ̀ lɔɔn tè gʉa fʉ̀ʼɔɔn wɔ́, mbà ɔ̀ ge lí.",You'll be late if you don't leave now.
fʉ̀ʼʉ,imitator
fʉ̀ʼʉ,measurer
fʉ̀ʼʉ kɔ́,which moment?
À ge tó tsɛ́ɛ wɔ́ɔn fʉ̀ʼʉ kɔ́?,When will he come join me?
fʉ̀ʼʉ mmó,metric system
fʉ̀ʼʉ mmó, measuring system
fʉ̀ʼʉ mvfò,long before
fʉ̀ʼʉ mvfò, long ago
fʉ̀ʼʉ nèm kénáŋ,twilight
fʉ̀ʼʉ nèm kénáŋ, dusk
Aneŋe těen ńnyé té zɔbɔ fʉ̀ʼʉ nèm kénáŋ wɔ́.,The finch never fails to sing at dusk.
fʉ̀ʼʉ yɛ̌,soon
fʉ̀ʼʉ yɛ̌, another time
À cʉ́ʼʉ wɔ́gɔ̀ fʉ̀ʼʉ yɛ̌.,See you again very soon.
fwɔ̀ʼ fwɔ̀ʼ,sound of large tubers or large fruit leaving a receptacle 
Pîɛ ne ńkẅɛɛ lê fwɔ̀ʼ fwɔ̀ʼ tsɛ̀ɛ pɔ̀ɔn.,The avocados take out “fwɔ̀ʼ fwɔ̀ʼ”  into the bag.
fwɔ̀ʼ mepfó,grave-digger
fwɔ̀ʼ ssé,k. cultural dance
fwɔ̀ʼɔ,one who digs something up
"À gʉ̌a ńtóŋo fwɔ̀ʼ menò, á tó fwɔʼte tà ...","He went to call the one who digs up memories, he dug up until..."
Fwɔ̀ʼsab,Bafoussam
fÿɔ́g,cold
fÿɔ́g, air
fÿág,cold
fÿág, air
fÿɔ̀g,poor person
fÿàg,poor person
fÿɔ̀g,poverty
fÿàg,poverty
fÿàg,winnower
fÿàg, blower
Fÿág mekú mɛ,Winnow the bean there
Fÿág mekú mɛ," if you are a winnower, you come to winnow."
" ɔ̀ lɔɔn ńgwɔ́ fÿàga, ɔ̀ tó fÿág.",Winnow the bean there
" ɔ̀ lɔɔn ńgwɔ́ fÿàga, ɔ̀ tó fÿág."," if you are a winnower, you come to winnow."
fÿɛ́,murderer
fÿɛ́, assassin
fÿɛ́, killer
fÿɛ̀,castrated goat
fÿɛ́ɛ nɔ̀ɔn,sterile animal
fÿɛ́ɛ nɔ̀ɔn,wild animal
fÿɛ́ɛ nɔ̀ɔn,greased animal
fÿág,cold
fÿág, air
fÿɔ́g,cold
fÿɔ́g, air
fÿàg,poor person
fÿɔ̀g,poor person
