ngiemboon,en
pìʼ,burden
pìʼi,cart
pìʼi, wagon
À něŋ shúm tsɛ̀ɛ pìʼi ńcʉŋe nzèm kwáŋ we.,He put the things in the cart and tied it behind his bike.
pòlopólo,kneaded ground
pòlosetâŋ,Protestant
pôm,pump
pónésè,punishment
póŋ,poverty
póŋ,k. money
póŋ, British money
pǒŋ ménò,strange
pǒŋ ménò, unusual
pǒŋ ménò, amusement
pòŋo lé mbʉ̀ŋ,sp. tobacco
pòŋo ntʉ́m,grace
pòŋo ntʉ́m, will
pɔ́,they 
Pɔ́ tǒ ḿbiŋ ńgʉa.,They came and went.
pɔ́,always
pɔ́,only
À tyě pɔ́ jʉʼó.,He's still there.
Ná pɔ́ yɔɔn né mèŋ.,Just give me this.
pɔ̌,them 
Mèŋ n gɔɔn ngie pɔ́ lâ pɔ̌ e tó.,I said they are coming with them.
pɔb,their 
À ka kuu nkáʼ pɔb.,He entered their field.
pɔ́b,theirs 
pɔ́b,theirs 
pɔ́b,theirs 
Pʉ̀a pɔ́b gÿɔ́ɔn.,Their people are a lot.
pɔ̀g,puffs of smoke
Ndyé ne ńkẅɛɛ na káb lê pɔ́g páʼ fʉ̀ʼ gie kẅɛɛ tsɛ̀ɛ tàŋ matûa la.,The smoke comes out of the pipe as if it were coming out of the car exhaust.
pɔ̂g,ball
pɔ̂g, dance
pɔ́gɔ̀,yours and mine 
pɔ́gɔ̀,your and my 
pɔ́gɔ̀,your and my 
Mekúnɔ̀ɔn pi. Gʉa ńgwoon pɔ́gɔ̀.,Here are the pigs. Go stop yours and mine.
pɔ̀gɔ,immature
"À kabá pɔ̀gɔ pîɛ, à ge gÿo jÿó, à lẅe.","He picked an immature avocado, it will be bitter when he eats it."
pɔ̀gɔ,you and I
pɔ̀gɔ, us two 
Tóo pɔ̀gɔ gʉa ńtsɛ́ɛ yé.,"Come, you and I will join him."
pɔɔn,these
pɔɔn, these here 
pɔɔn,these
pɔɔn, these ... here 
N jǔʼ ngie ɔ̀ táŋa menɔ̀ɔn,I learned that you sell animals
N jǔʼ ngie ɔ̀ táŋa menɔ̀ɔn," sorry, come look at these."
 shúshu tóo ńdíe pɔɔn.,I learned that you sell animals
 shúshu tóo ńdíe pɔɔn.," sorry, come look at these."
Náa mmó pʉ̀a pɔɔn pfɛ́.,Give these people something to eat.
pɔ́ɔn,mine 
pɔ́ɔn,my 
pɔ́ɔn,my 
pɔ̀ɔn,sack
pɔ̌ɔn kʉ̀ŋe,gate
pɔ̌ɔn kʉ̀ŋe, portal
