ngiemboon,en
pyè,young seedling
pyé kɔ́ɔn,swim
pyè lejÿɔ́g,one-eyed
pyè mbyɛ́b,army vanguard
pyè njÿó,lost time
lepyè,root rot
lepyè, k. plant disease
pyè ntʉ̀,root rot
pyè ntʉ̀, k. plant disease
pyɛ̀b,k. child’s game that uses nuts
pyɛ́bɛ lyɛʼ,provisional
pyɛ́bɛ lyɛʼ, temporary
pyɛ́bɛ lyɛʼ, people in insecure jobs
pyɛ́ʼ,joke
pyɛ́ʼ, theatre
pyɛ́ʼte,joke
pyɛ́ʼte, story
pyɛ́ʼte, lie
pyɛ́ʼte, narrative
pÿè,camwood
pÿè, padauk powder used for ceremonies
pÿé telǎŋ,hole without bottom
pÿěpÿě,bib
pÿěpÿě,porterhouse
pÿěpÿě, sirloin
pÿɛ́,pregnancy
Anzwě ngʉ̀ keen ḿbíi pÿɛ́.,The young bride became pregnant.
pÿɛ̀,sp. West African yam
pÿɛ̀,marrow
"pÿɛ̀ ngwoon,",banana pith.
pÿɛ̌,response
"N zɛté yé nò táʼ, mɔ́b mbÿɛ̌ gwɔ́ pɔ́ lézoonte wɔ́ɔn.","I asked him something, but his answers were to insult me."
pwɔ́b ,billygoat
pwɔ́b , male goat
 mêmbwɔ́b,billygoat
 mêmbwɔ́b, male goat
pÿɔ́b,billygoat
pÿɔ́b, male goat
