ngiemboon,en
sàte,suffering
sate sate,higgledy-piggledy
À kǔu ndá ńgyá mezsǒ mé nuŋe sate sate.,He came in and saw his clothes lying in a mess.
hége,k. disease
sàʼ,k. disease
saʼá nèm,East
sǎʼ nèm,East
sàʼ ntsaŋ,defence lawyer
sàʼa,uprooter
Pasaʼa nkandi pɔ̀ɔn.,Here are the banana pullers.
sàʼa,commander
sàʼa, manager
sàʼa,kid
sàʼa, offspring
sǎʼ nèm,East
saʼá nèm,East
sáʼa ntse,spring
se,that of 
se,those of 
Lenÿɔ́g mêngáb pɔ́ se múɔ ne ńgyáŋa.,The hen's eye and that of the chick are sick.
À ge kaa pɔ̀ɔn sé pɔ́ se tá we.,He will carry his bags and those of his father.
se,for him 
se,for 
Pi tó ḿbí se Tâm ńdɔg ńtó.,Come take for Tam to bring.
sé,his 
sé,his 
sé,his 
sé,for him 
seféfɔ́gɔ,white
seféfɔ́gɔ,white
shʉ́g,ours 
ség,ours 
shʉ́g,our 
ség,our 
shʉ́g,our 
ség,our 
Tè kwɛ́ legwaʼá shú té kwɛ́ ség.,Don’t attach your shelf without attaching ours.
shʉ́gè,yours and ours 
ségè,yours and ours 
shʉ́gè,your and our 
ségè,your and our 
shʉ́gè,your and our 
ségè,your and our 
"À lɔɔn shʉ́a lepfo, á ná ségè.","If he splits the cola, he gives us ours."
sekúd,school
sekú,school
sekú,school
sekúd,school
sekʉ,small
sekʉ, little 
sekwɛ̂,square
leselé nzsè,diverter
leselé nzsè, deflection
leselé nzsè, diversion
sèle nzsè,diverter
sèle nzsè, deflection
sèle nzsè, diversion
sélékùa,four 
sèlenyɛ́,cinema
sèlemáŋ,cinema
sélémɔʼɔ́,one
À nǎ lelÿɔʼ né mèŋ pɔ́ sélémɔʼɔ́.,He only gave me a yam.
sèlemáŋ,cinema
sèlenyɛ́,cinema
