ngiemboon,en
éfʉʼ,exaggerate
éfʉʼ,measure
éfʉʼ,weigh
éfʉʼ,measure
éfʉʼʉ,try
éfʉʼʉ, imitate
éfʉʼʉ,try several times
éfʉ́ʼʉ,rapidly
"À toŋó múɔ, á fʉ́ʼʉ ńtó.",The child came quickly when called.
éfwoon,keep
éfwɔʼ,dig up
éfwɔʼ,dig up from time to time
éfwɔʼ,spill
éfwɔʼ,pour out
éfÿag,become poorer
éfÿág,blow
éfÿág,blow your nose
éfÿe,take a siesta
éfÿe, dream
éfÿée,lose interest in
éfÿée, act busy
éfÿéen,pretend not to see
éfÿéente nÿɔ́g,recreate
éfÿéente nÿɔ́g, amuse
éfÿɛ́,fatten
éfÿɛ́, fatten up
éfÿɛ́, grow fat
éfÿɛ́,emancipate
éfÿɛ́, liberate
éfÿɔ́g,remove
éfÿɔ́g, withdraw
ólé,isn’t it?
élé,isn’t it?
Ɔ̀ kaa yé gyá élé?,"You didn't see it, did you?"
ésa,disperse
ésa,spill
ésa,be messy
ésa,scatter
ésa,turn
ésa, balance
ésa,spill
ésa,pirouette
ésa,turn 
ésa, twirl
ésa shÿó,counterfeit
ésa shÿó, forge
ésa shÿó,counterfeit
ésab,sell separately
ésab,cut into several piles
ésáb,desire
ésáb,be able
ésag,be long
ésag,be deep
ésag,cite
ésag, quote
ésaŋ,divert
ésaŋ,fail at getting engaged
ésaŋ,break the engagement
ésaŋ,scatter
ésaŋ,scatter
