ngiemboon,en
ḿmómte,close
ḿmoŋe,ignore
mmoon,yes
"À ně ńtóŋo yé, á zẅíŋ lê mmoon.",He agreed yes when he called him.
mmɔ̀g,desire produced in the neck facing a good plate of food
À gyǎ shúm léjÿó sɔ́ɔn lóŋ we gÿo lê mmɔ̀g.,He saw my meat and his neck went “mmɔ̀g”.
mmɔ̌g,fire
ḿmɔg,give off smoke
ḿmɔg,stare wide-eyed
ḿmɔg,move the neck
ḿmɔg,widen
mmɔ̌gnè,firefly
ḿmɔɔn,exclaim
ḿmɔ́ɔn,kiss all at once
ḿmɔ́ɔn, embrace all at once
ḿmɔ́ɔn, grab a bunch
mɔ́ɔn ,not even
 mɔ̌ɔn,not even
ḿmɔ́ɔn,not even
Tè mɔ́ɔn ńzẅíŋe nò gie à gɔɔn.,Don't even accept what he says.
mmɔ́ʼɔ,one
ḿmu,fill up 
ḿmuʼ,dig up
ḿmuʼ, dig the ground
ḿmuʼ,soften
ḿmuʼ,discover
ḿmuʼ,surge
ḿmúʼte,blow up
ḿmúʼte, inflate
ḿmʉ́,go out at dawn
ḿmʉ́, early riser
ḿméŋ,go bad
ḿméŋ, go mouldy
ḿméŋ, rot
ḿmʉ́ŋ,go bad
ḿmʉ́ŋ, go mouldy
ḿmʉ́ŋ, rot
mmʉ̀ʼ,dew
ḿmʉʼ,crumble
ḿmʉ́ʼ,sob
ḿmʉ́ʼ, cry
ḿmʉ́ʼte,hesitate
ḿmwoon,look for
ḿmwoon, dig up
ḿmwoon,feel
ḿmwoon, touch
ḿmwoon,feel
ḿmwoon,to attempt
ḿmwoon,examine
ḿmwoon,to consult
ḿmyɛʼ,wink
ḿmyɛʼ, blink
ḿmyɛʼ,blink
ḿmyɛʼ,flash
ḿmyɛʼ,copulate
ḿmyɛʼ, to struggle
ḿmyɛʼ,wave
ḿmÿɔg,regret
ḿmÿɔg, worry
ḿmÿag,regret
ḿmÿag, worry
ḿmÿɔg,regret
ḿmÿɔg, worry
ḿmÿɔg, to care
ḿmÿɔg, irritate
ḿmÿag,regret
ḿmÿag, worry
ḿmÿag, to care
ḿmÿag, irritate
