ngiemboon,en
letagá,cruciform wooden whistle
mandèle,cruciform wooden whistle
mandʉ̂avûm,spinning disk used by children
mandelevûm,spinning disk used by children
mandelevûm nkyɛ̀,bullroarer
mánèndèle,pair
mándèndèle,pair
mánèndèle,things side by side 
mándèndèle,things side by side 
mánèndèle,dilemma
mándèndèle,dilemma
mandúm,husband’s mother
njÿonzse,one of eight days of the traditional week
mándunzse,one of eight days of the traditional week
mandelevûm,spinning disk used by children
mandʉ̂avûm,spinning disk used by children
mandÿoonmacǔ,Senegal coucal
mandÿɔ́ʼ,cordia
mánè,mother of twins
mándèndèle,pair
mánèndèle,pair
mándèndèle,things side by side 
mánèndèle,things side by side 
mándèndèle,dilemma
mánèndèle,dilemma
mánẅìnẅì,sp. furry caterpillar that stings
mánènẅèen,sp. furry caterpillar that stings
mángém ntɔ́ɔn,loofah plant
mânkoŋ kéloŋ,sp. vine
mângoŋ kéloŋ,sp. vine
Néŋ membaŋ mângoŋ kéloŋ tsɛ̀ɛ lâm ńdɔg sɔg.,Put the grains of “mângoŋ kéloŋ” in the lamp to wash .
ngɔ̀ɔn ssé,Emperor scorpion
mángɔɔn,Emperor scorpion
mángɔɔn lekye,ant lion
mángʉa njʉ̀ʼ,ancestor
mángɔɔn njʉ̀ʼ,ancestor
mangɔ́ʼ,k. cultural dance for young people
mángɔɔn njʉ̀ʼ,ancestor
mángʉa njʉ̀ʼ,ancestor
mángʉm,marvel
mángʉm, wonder
mangwá,Bamboutos mountain
mángyɛ̌,public place
mángyɛ̌, podium
mángyɛ̌, terrace
menjÿàngà,sp. small prawn
manjÿàngà,sp. small prawn
mâjÿò,stomach
manjÿò,stomach
mankànjùʼ,sp. fish
